current_position,current_company,years_of_experience,total_skills,education_degree,education_institution,certifications,city,state,country,profile_type
Rust Developer,Nautech Systems,2.6,"Rust, Security Audits, Blockchain, DeFi, Leptos.rs, Go (Programming Language), PostgreSQL, AWS S3, Cython, Next.js, TON, Rust (Programming Language), Continuous Integration and Continuous Delivery (CI/CD), Amazon Web Services (AWS), Kubernetes, Microsoft Azure, Scripting, JavaScript, Node.js",Bachelor of Engineering - BE,"Birla Institute of Technology and Science, Pilani",,,,India,web3_developers
Software Engineer,Cypher Wallet (YC W22),5.5,,M.Sc,PSG College of Technology,,Chennai,Tamil Nadu,India,web3_developers
Technology Co-Lead,IEDC KMCTCE,2.7,"Problem Solving, Critical Thinking, Web Development, MySQL, HTML, C (Programming Language), Oracle Cloud, Git, HTML5, Cascading Style Sheets (CSS), JavaScript, Python",Bachelor of Technology - BTech,APJ Abdul Kalam Technological University,"CS50x: Introduction to the Intellectual Enterprises of Computer Science and the Art of Programming, Responsive Web Design",,Kerala,India,web3_developers
Software Engineer,xalts,2.3,"TypeScript, Solidity, Node.js, NestJS, Problem Solving, Python (Programming Language), Go (Programming Language), Blockchain, Ethereum, Smart Contracts, MongoDB, JavaScript, web3.js, Non-Fungible Tokens (NFTs), Communication, MERN Stack, Docker, Git, SQL, C++, Research, HTML, Microsoft Office, Microsoft Excel, PowerPoint, Microsoft Word, C",Bachelor of Technology - BTech,"Indian Institute of Technology, Delhi",Git from Basics to Advanced,Bengaluru,Karnataka,India,web3_developers
Software Engineer | Core Technical Team,Kireap,3.2,"Process Automation, Small and Medium-Sized Enterprises (SME), Automation, Server Side, Organization Skills, Encryption, web3.js, Private Blockchain, Amazon Managed Blockchain, Go (Programming Language), Digital Payments, Linux, Technical Discussions, Integration Testing, Design Documents, GitHub, Technical Requirements, Software Solutions, Software Systems, Databases, Coding Standards, Software Design, Amazon Web Services (AWS), FastAPI, Nexj, Terraform, Solidity, Front-End Development, API Development, Middleware, Defi , backend, PostgreSQL, locus, Technical Leadership, Decentralized Applications (DApps), Docker Products, Technical Documentation, Web Technologies, HTML, Information Science, Database Management System (DBMS), Data Structures, Algorithms, Payments, Style Sheets, Next.js, Cascading, Crypto, Smart Contracts, English, Strategic Thinking, Working Experience, Design, Integration Development, Debugging, Software Updates, Hyperledger Fabric, Ethereum, Presentation Skills, Startups, Product Pitching, Cross-functional Team Leadership, Communication, B2B Software, Product Development, Analytics, Python (Programming Language), Problem Solving, Teamwork, Project Management, Information Technology, Collaborative Problem Solving, Engineering, Software Development, Programming, Design Patterns, Mathematics, Computer Science, Blockchain, Web3, Flutter , Express.js, Flutter, Firebase, Web Development, C++, JavaScript, Node.js, C (Programming Language)",Bachelor of Technology - BTech,Cochin University of Science and Technology,"Designing Blockchain Solutions using Amazon Managed Blockchain, IIC Regional Meet, Introduction to Blockchain, Lumos Innovate-A-Thon, Introduction to Deep Learning, Introduction to Machine Learning, Cybersecurity Workshop, Python, code-a-pookkalam",Cochin,Kerala,India,web3_developers
Software Engineer,JPMorganChase,2.7,"JavaScript, React.js, Web Development, Problem Solving, TypeScript, Data Structures, Computer Science, Java, English, Cybersecurity, Python",Computer Science,Vellore Institute of Technology,AWS Certified Cloud Practitioner,Bengaluru,Karnataka,India,web3_developers
Software Engineer,Stackera,4.4,"JavaScript, React.js, Redux.js, Web Development, HTML5, Cascading Style Sheets (CSS), Git, Node.js, SASS, Material-UI, React-query , PostCSS",Bachelor of Science - BS,Bhartiya Vidya Bhavans Sardar Patel Institute of Technology Munshi Nagar Andheri Mumbai,,Pune,Maharashtra,India,web3_developers
Software Developer,Intelizign lifecycle services pvt ltd,4.1,"Performance Optimization, Tailwind CSS, Express.js, MongoDB, Problem Solving, Communication, JSON, REST APIs, Redux.js, Document Object Model (DOM), Responsive Web Design, Node.js, Git, TypeScript, Next.js, web3.js, Web3, React.js, Cascading Style Sheets (CSS), HTML5, JavaScript, Machine Learning, Deep Learning",Master of Technology - MTech,Nitte Meenakshi Institute of Technology,Certificate of Excellence,,Karnataka,India,web3_developers
,,,"Basic javascript , HTML5, Basic python, Cascading Style Sheets (CSS), Amazon Web Services (AWS), Communication, Content Writing , Drawing, Microsoft Excel, Microsoft Word, On-Page SEO, Search Engine Optimization (SEO), WordPress",Bachelor of Technology - BTech,Rustamji Institute of Technology (RJIT) - BSF,Certificate of completion ,Gwalior,Madhya Pradesh,India,web3_developers
Senior Software Engineer,KeyValue Software Systems,6.4,"Product Concept, Product Design Support, Node.js, JavaScript, Solidity, Programming, Online Gaming, Strategic Planning, Android Development, Software Development, Python, AngularJS, C, C++, Java, MySQL, Microsoft Word, Adobe Photoshop, CorelDRAW, React.js, Cascading Style Sheets (CSS), Linux, PostgreSQL, Blockchain, Leadership, Team Building, Astronomy, Karate, Full-Stack Development, Smart Contracts",Bachelor of Technology (BTech),Adi Shankara Institute of Engineering and Technology ,"Certified Ethical Hacker, Code Gladiator 2019 Semifinalist",Cochin,Kerala,India,web3_developers
Blockchain Security Engineer ,0xTeam Space - Web3 Security 🥷⚔️,3.7,"Smart Cintract Audits, Cybersecurity, Testing, Project Management, Decentralization, Troubleshooting, HTML5, Cascading Style Sheets (CSS), Data Architecture, Computer Science, Code Review, HTML, Contract Development, Back-End Web Development, Cryptocurrency, Crypto, web3.js, Decentralized Applications (DApps), Infrastructure, TypeScript, JavaScript, Vulnerability Assessment, Rust (Programming Language), Non-Fungible Tokens (NFTs), MERN Stack, Security Audits, Hardhat, truffle, foundry, Advanced Python, Alchemy, Android development, Training & Development, Software Development, Blockchain, Ethereum, Smart Contracts, Solidity, Start-ups, Start-up Environment, Startup Development, student training, Dart, Computer Science & Engineering, Complete science & Engineering, Node.js, Google Cloud Platform (GCP), React.js, Flutter developer, Full-Stack Development, Entrepreneurship, Social Entrepreneurship, Entrepreneurship Education, Innovation Development, Technological Innovation, Creativity Skills, Innovation Research, Firebase, Team Leadership, Team Building, Web Development, Web 3.0, Flutter, Creative Problem Solving, Android Development, Teamwork, English, C (Programming Language), Python (Programming Language), Front-End Development, Problem Solving, Engineering, Research, Leadership",,Alchemy University,"Ethereum Blockchain Developer Bootcamp With Solidity (2023), Blockchain 101, Creating Engagement with Virtual Reality, Developing with Blockchain, Mastering Python, Cybersecurity Fundamental- IBM SkillsBuild for Students, IBM Skill build for students - PYTHON, Programming Using Python",Bengaluru,Karnataka,India,web3_developers
Packaged App developer ,Accenture,2.8,"React.js, Node.js, JavaScript, MongoDB, Express.js, HTML, Cascading Style Sheets (CSS), Analytical Skills, Business, Management, Google Analytics, Design, C++, C (Programming Language), PL/SQL, Database Management System (DBMS), Photography, Digital Marketing, Google Sheets, Microsoft Office",,Kendriya Vidyalaya,"Full StackWeb3 Development, Blockchain Developer Guide Certificate, Solidity For Beginners Certificate",Bengaluru,Karnataka,India,web3_developers
Engineering Manager,NPC Group,14.9,"Management Professional, Web3, Computer Science, EVM, Perp, Project Engineering, Node.js, React.js, GraphQL, Subgraphs, Remote Work, Front-End Development, Technical Architecture, Workable Solutions, Technical Design, Building Performance, Clean Coding, Solidity, Ethereum, Smart Contracts, Angular 2, C#, Web Development, Newsletters, Corporate Finance, ASP.NET, MongoDB, Microsoft Word, Windows, JavaScript, HTML, Cascading Style Sheets (CSS), c#, Public Speaking, Time Management, Volunteer Management, English, TypeScript, Bitcoin, Decision-Making, Economics, Blockchain Architecture, Software Design, Application Development, Cloud Development, Microsoft Azure, Creativity Skills, Personal Development, Life Skills, Cloud Administration, Cloud Computing, System Migration, IT Management, Active Directory, Azure Active Directory, Directory Services, Blockchain, Communication","""B.E""",Siddaganga Institute of Technology,"Advanced Web3 Wallet Security, Web3 Wallet Security Basics, Certified Blockchain Expert, Azure Active Directory: Basics, Introduction to Cloud Computing for IT Pros, Azure Essential Training for Developers, Deep Work: Rules for Focused Success in a Distracted World (Blinkist Summary), Learning Cloud Computing: Core Concepts, The Science of Intelligent Achievement (Blinkist Summary), Ethereum: Building Blockchain Decentralized Apps (DApps), The Undercover Economist: The Economics behind Everyday Decisions (Blinkist Summary), Blockchain: Learning Solidity, Cryptocurrency Foundations, Learning Bitcoin and Other Cryptocurrencies, Blockchain Basics, Blockchain: Beyond the Basics",Bengaluru,Karnataka,India,web3_developers
