current_position,current_company,years_of_experience,total_skills,education_degree,education_institution,certifications,city,state,country,profile_type
Seniors process executive ,Infosys BPM,2.0,"Procurement, Salesforce.com, Sorting, Documentation, Microsoft Excel, Microsoft Power BI, Tableau, MySQL, C (Programming Language), Python (Programming Language), Pandas (Software), R, Data Cleaning, Dashboard Building, Excel Formulas, Research Planning, Calculus, English, Data Integrity, Data Models, Business Analysis, SQL Database Administration, Oral Communication, Business, Attention to Detail, Predictive Analytics, Online Research, VBA Excel, Market Analysis, Dashboards, DAX, Teamwork, Critical Thinking, Language Skills, Research Skills, Customer Analysis, Market Research, Technical Writing, Data Reporting, Data Verification, Data Research, Data Conversion, Skilled Multi-tasker, Google Analytics, Reporting & Analysis, Product Analysis, Time Series Analysis, Multitasking, Data Validation, ChatGPT, Data Quality, Data Extraction, Data Entry, Query Writing, Data Mining, Analytical Solutions, Macros, Business Solution, Data Collection, Thinking Skills, Business Insights, Analysis Reports, Business Requirements, KPI Dashboards, Power Tools, Pivot Tables, Prediction, Data Processing, SQL Server Analysis Services (SSAS), Business Process, Process Modeling, Project Plans, Decision-Making, Statistical Concepts, Computer Science, Presentation Skills, Report Writing, Business Strategy, Presentations, Key Performance Indicators, Project Management, Datasets, KPI Reporting, Databases, Extract, Transform, Load (ETL), Data Modeling, Written Communication, Statistical Analysis, Oracle SQL Developer, Analytics, Analytical Skills",Master of mathematics ,"Karnataka University, Dharwad",,Bengaluru,Karnataka,India,data_analysts
Data Analyst,Omnicom Media Group India,6.8,"Data Manipulation, Amazon Redshift, Data Extraction, Computer , Leadership, Public Speaking, OLAP, Predictive Analytics, Decision-Making, Pandas, Numpy , Tableau , Alteryx, Alteryx BI + Visualization Solutions, Marketing Analytics, Snowflake, SQL Database Administration, Datasets, Extract, Transform, Load (ETL), Mathematics, Business Analysis, Communication, Google BigQuery, Exploratory Data Analysis, NumPy, Object-Oriented Programming (OOP), Pandas (Software), Data Flow, Problem Solving, Analytics, Visualization, Data Visualization, Ad Hoc Analysis, Microsoft Office, Google Workspace, Presentation Skills, Databases, Trend Analysis, Data Modeling, Data Analytics, Analytical Skills, Business Intelligence (BI), Python Basics , Microsoft Excel, Microsoft Power BI, PowerBi , MySQL, Python (Programming Language), Tableau, PL/SQL, SQL, Microsoft SQL Server, C#",b.tech ,KIIT - Kalinga Institute of Industrial Technology,"HackerRank SQL (Intermediate) Certificate, Alteryx Designer Core Certification, Alteryx Designer Core Certification, SQL, Looker Studio For Beginners, Python Course for Beginners With Certification: Mastering the Essentials, ALTERYX MASTERCLASS FOR DATA ANALYTICS ,ETL AND REPORTING , HackerRank SQL (Basic) Certificate",Bengaluru,Karnataka,India,data_analysts
Data Analyst,Flipkart,7.4,"Data Analysis, Analytical Skills, SQL, Python (Programming Language), Microsoft Excel, Quality Control, QA Engineering, Product Quality, Quality Engineering, Inspection",Bachelor of Engineering - BE,Visvesvaraya Technological University,,Bengaluru,Karnataka,India,data_analysts
Data Analyst,Honeywell,3.7,"Data Analysis, Business Analysis, Insight Generation, Communication, Analytical Skills, Pivot Tables, Excel Formulas, Visualization, Databases, Python (Programming Language), Power bi, PostgreSQL, Microsoft Excel",Master of Business Administration - MBA,St. Joseph's Degree & PG College,"Excel dashboard, Data Analytics and Visualization Job
Simulation, Data Visualisation: Empowering Business
with Effective Insights, Postgresql, Python",Bengaluru,Karnataka,India,data_analysts
Senior Analyst,"Lowe's Companies, Inc.",5.1,"Statistics, Statistical Analysis, Forecasting, Analytical Skills, Analytics, Linear Regression, Business Intelligence (BI), Google BigQuery, Google Data Studio, Python (Programming Language), Google Cloud Platform (GCP), Tableau, Data Cleaning, MySQL, R programing, SQL, Data Visualization, Problem Solving, Mathematics, Microsoft Office, Machine Learning, Data Analysis, Test Automation, Selenium, pytest, Quality Assurance, Software Quality Assurance, Business Analytics, Agile & Waterfall Methodologies, Agile Project Management, Statistical Data Analysis, Data Mining, Data Science, Java, Microsoft Excel, C++, Microsoft Power BI, Leadership, Teamwork, Team Management, Creative Problem Solving, Presentations, Mathematical Analysis, High Technical Aptitude, Data Analytics, Data Wrangling, Predictive Modeling, Data Engineering, Communication, Agile Methodologies",Degree in Data Science and programming,"Indian Institute of Technology, Madras","MySQL Essential Training, The Data Scientist's Toolbox, Data Visualization tips and tricks
, Databases and SQL for Data Science, Python for Data Science and AI, Data Science, What is Data Science?, Introduction to Programming Using Python,  Introduction to Data Analysis Using Excel",Bengaluru,Karnataka,India,data_analysts
Data Analyst,Conduent,7.2,"Data Visualization, Python (Programming Language), Exploratory Data Analysis, NumPy, Data Analysis, Power bi, Python, SQL, Requirements Analysis, Test Cases, Quality Assurance, Microsoft Excel, Test case design, MySQL, Testing, Regression Testing, Functional Testing, Agile Methodologies, System Testing",B.tech,Jalpaiguri Government  Engineering College,,Bengaluru,Karnataka,India,data_analysts
Pricing Analyst,Honeywell,4.6,"Statistical Data Analysis, Pricing Strategy, Business Analysis, Snowflake, Tableau, RStudio, R Markdown, Charts, R (Programming Language), Excel Formulas, Dashboards, Data Transformation, Virtualization, Aggregation, VLOOKUP, Macros, Hlookups, Visualization, Backup & Recovery Systems, Microsoft PowerPoint, Excel Dashboards, Query Writing, Microsoft Power Query, DAX, MSQL, Microsoft Power BI, Database Administration, Data Cleaning, RDBMS, Data Models, Data Mining, PowerPivot, Pivot Tables, Data Analytics, Data Modeling, Datasets, Analytical Skills, Data Visualization, Database Development, Transact-SQL (T-SQL), Stored Procedures, Data Analysis, PL/SQL, Problem Solving, MySQL, SQL Database, Query Languages, Communication, Database Servers, Relational Databases, Microsoft Excel, Object-Oriented Programming (OOP), SQL Server Management Studio, T-SQL Stored Procedures, Extract, Transform, Load (ETL), Databases, SQL, Microsoft SQL Server",Bachelor of Engineering - BE,Kavikulguru Institute Of Technology And Science Ramtek,"Data Analysis with R Programming, Excel Power Tools for Data Analysis, Google Data Analytics Specialization, Learning Microsoft Power BI, Excel Basics for Data Analysis, Introduction to Data Analytics, Beginning SQL Server, Microsoft Certified: Power BI Data Analyst Associate, Microsoft Certified: Azure Developer Associate",Bengaluru,Karnataka,India,data_analysts
Product Management Analyst,Clarivate,1.9,"Application Programming Interfaces (API), IBM Cloud, Pandas (Software), Scikit-Learn, Matplotlib, Statistical Data Analysis, HTML, Cascading Style Sheets (CSS), JavaScript, Cloud Computing, GitHub, Containerization, Kubernetes, Microservices, Data Analysis, Machine Learning, Data Visualization, Data Science, Databases, Business Analysis, Python (Programming Language), Java, C (Programming Language), Microsoft Office, MySQL, Communication, Problem Solving",B.Tech,Dayananda Sagar University," Advanced Geospatial Technologies for Disaster Risk Reduction , IBM Data Science Professional Certificate, IBM Developing AI Applications with Python, IBM Full Stack Software Developer Professional Certificate, Machine Learning with Python, Python for Data Science, AI & Development, Tools for Data Science",Bengaluru,Karnataka,India,data_analysts
Junior Data Analyst,Rystad Energy,5.4,"Deep Learning, Python (Programming Language), Machine Learning, Web Development, Research, Computer Science, C (Programming Language), C++, Quantum Computing, Data Analytics",Bachelor of Technology - BTech,Vellore Institute of Technology,"Getting started with Competitive programming, Qiskit Summer School 2022, Machine Learning- By Andrew Ng, Python3: From Beginner to Pro",Bengaluru,Karnataka,India,data_analysts
Data Analyst,Nokia,3.3,"Data Cleaning, Data Quality, Database Administration, Data Integration, Data Infrastructure, Relational Databases, A/B Testing, Applied Mathematics, Computer Engineering, Tableau, REST APIs, Dynamic SQL, Microsoft Power BI, MySQL, Daily Reports, Pivot Tables, Communication, PySpark, Team Performance, Query Writing, Analytical Skills, Problem Solving, Statistics, Data Management, Dashboards, PostgreSQL, Data Pipelines, Cloud Storage, Data Engineering, Data Processing, Data Warehousing, XML, Data Analytics, Databases, Analytics, Extract, Transform, Load (ETL), Microsoft Excel, Python (Programming Language), Data Analysis, Data Visualization, Dash framework, streamlit, pandas, NumPy, Matplotlib, Plotly, SQL, Git,  docker, Data Structures",Bachelor of Engineering - BE,Nitte Meenakshi Institute of Technology,,Bengaluru,Karnataka,India,data_analysts
Data Analyst,Amazon,7.2,"Amazon Redshift, RDBMS, Relational Databases, Relational Data Modeling, Data Manipulation, Employee Training, Training, Training Delivery, Biopharmaceuticals, Quality Auditing, Risk Assessment, Risk Analysis, Standard Operating Procedure (SOP), Compliance Management, Healthcare, Project Planning, Presentation Skills, R (Programming Language), RStudio, Tableau, Data Visualization, Pivot Tables, Data Analytics, Data Cleaning, Data Mining, SQL, Databases, BigQuery, Microsoft Excel, Google Sheets, Data-driven Decision Making, Data Analysis, Python (Programming Language), Biotechnology, Quality Assurance, Teamwork, Microbiology, Good Manufacturing Practice (GMP), Leadership, Communication, Logical Reasoning, Problem Solving, Decision-Making, Critical Thinking, Business Analysis, Business Process Improvement, Workplace Relationships, Career Management",Master of Science - MS,University of Hyderabad,"SQL and Relational Databases, Google Data Analytics Capstone: Complete a Case Study, Google Data Analytics Certificate, Data Analysis with R programming, Analyze Data to Answer Questions, Share Data Through the Art of Visualization, Prepare Data for Exploration, Process Data from Dirty to Clean, Ask Questions to Make Data-Driven Decisions, Data Science Foundations, Foundations: Data, Data, Everywhere by Google, Train the Trainer (TTT), Being a Good Mentee, Process Improvement Foundations, Business Analysis: Essential Tools and Techniques, The Joy Of Computing Using Python, Being an Effective Team Member, Communication Foundations, Critical Thinking, Problem Solving Techniques, Teamwork Foundations",Bengaluru,Karnataka,India,data_analysts
