current_position,current_company,years_of_experience,total_skills,education_degree,education_institution,certifications,city,state,country,profile_type
Associate Consultant,Oracle in Financial Services,11.3,"JavaScript, MySQL, Linux, Programming, Database Administration, C++, HTML scripting, CSS, Oracle, C++ Language, core java, Spring MVC, Hibernate, Unix, Shell Scripting, Servlets, JSP, JSTL, Selenium, Multithreading, HSQLDB, Java, HTML, JavaServer Pages (JSP), Core Java, NoSQL, MongoDB, Agile Methodologies, Computer Science, Problem Solving, Distributed Systems, RabbitMQ, Microservices, Messaging",Bachelor of Engineering (B.E.),sri sairam institute of technology,"Financial Markets- A beginer Module (NCFM), Oracle Certified Java Programmer",Bengaluru,Karnataka,India,backendFinal
Project Engineer,Wipro,3.6,"JavaScript, Bootstrap (Framework), Microservices, Databases, REST APIs, Linux, Eclipse, Java full stack , Oracle Applications, Groovy script , Angular, AngularJS, Representational State Transfer (REST), Hibernate, HTML, Web Services, Spring MVC, Spring Boot, Spring Data, RESTful WebServices, HTML5, Cascading Style Sheets (CSS), Core Java, Java, Web Development",Bachelor of Engineering - BE,"Gogte Institute of Technology, Belgaum",Java Full Stack,,Karnataka,India,backendFinal
Associate System Engineer,IBM,3.3,"RESTful WebServices, Shell Scripting, GitHub, JavaScript, Node.js, Microservices, Spring Boot, Java, Data Structures, MySQL, HTML, Cascading Style Sheets (CSS), Microsoft Office, IBM Websphere Commerce",MCA - Master of Computer Applications,International Institute of Professional Studies DAVV,"IBM Delivery Central Platform Foundations, IBM watsonx Essentials, watsonx.ai Sales Foundation, watsonx.ai Technical Sales Intermediate, Telecommunications Industry Jumpstart, Enterprise Design Thinking Practitioner, IBM Agile Explorer, IBM Consulting Way Habits - Foundational, IBM Consulting – Delivering Business Value, Microsoft Certified: Azure Fundamentals, IBM Certified Advocate - Cloud v2, Java, SQL",Bengaluru,Karnataka,India,backendFinal
Software Engineer,InspironLabs Software Systems Pvt Ltd,2.2,"MERN Stack, DSA, Organization Skills, MongoDB, Express.js, Redux.js, HTML, Front-End Development, React.js, Amazon Web Services (AWS), Node.js, OOPS, C++, Visual Basic .NET (VB.NET), Computer Networking, CSS, Communication, Computer Science, Code Review, Analytical Skills, Software, HTML5, Java Development, Cascading Style Sheets (CSS), JavaScript, Programming Languages, Microservices, Java Frameworks, Development Tools, Software Development, Multithreading, Object-Oriented Programming (OOP), Problem Solving, REST APIs, API Development, Spring Framework, Spring MVC, Maven, hibernet, JPA, MySQL, Git, GitHub, Postman API, Swagger API, Core Java, Hibernate, RDBMS, Spring Boot, Operating Systems, Programming, SQL, Algorithms, Data Structures, Java, English, Engineering, Leadership",Bachelor of Technology - BTech,Jaipur Engineering College and Research Centre (JECRC),"Full stack development, MySQL 5.6 Developer",Kota,Rajasthan,India,backendFinal
Software Development Engineer 2,Fox Corporation,6.2,"System design, Go (Programming Language), Microservices, Python (Programming Language), Python, SQL, Amazon Web Services (AWS), Flask, Apache Kafka, C#, Java, Django REST Framework, Node.js, JavaScript, Rust, Back-End Web Development, Machine Learning, Artificial Intelligence (AI), Web Development, Data Structures, Object-Oriented Programming (OOP), Software Development, Engineering, Computer Science, Deep Learning, TensorFlow, Keras, MySQL, C, Rust (Programming Language), Full-Stack Development, Keycloak, OAuth, OpenID Connect (OIDC), UMA",Bachelor of Technology,Manipal University Jaipur,,Bengaluru,Karnataka,India,backendFinal
Intern,Trinity Mobility,0.8,"Flask, MongoDB, Python (Programming Language), Git, HTML5, Maven, Relational Databases, Query Languages, RDBMS, REST APIs, Multithreading, Continuous Integration and Continuous Delivery (CI/CD), Web Applications, Programming Languages, C++, Agile Environment, Java Development, Web Development, Java Frameworks, Java API, Apache Kafka, Application Development, Databases, Oracle SQL Developer, Software Development, Programming, Oracle Database, MySQL, Spring Boot, Spring Framework, Microservices, Full-Stack Development, Front-End Development, Back-End Web Development, Jira, Amazon Web Services (AWS), Jenkins, Open API, Jdbc, Teamwork, Good communication , Team Leadership, Hibernate, Java Database Connectivity (JDBC), Problem Solving, PL SQL, HTML, Cascading Style Sheets (CSS), Software Development Life Cycle (SDLC), Agile Methodologies, JavaScript, Technical Presentations, Object-Oriented Programming (OOP), Core Java, Markup Languages, SQL, Presentations, Communication, C (Programming Language), Java",Bachelor of Engineering - BE,"Jain College of Engineering, BELGAUM",,Bengaluru,Karnataka,India,backendFinal
Lead Software Development Engineer,Razorpay,9.3,"Java, C++, C, HTML, SQL, Microsoft Excel, Spring MVC, Apache Kafka, Solr, PostgreSQL, Design Patterns",Bachelor’s Degree,"Shri Ramdeobaba Kamla Nehru Engineering College, Katol Road",,Bengaluru,Karnataka,India,backendFinal
Software engineer,Aziro (formerly MSys Technologies),4.8,"GitHub, Postman, SQL, MongoDB, Microservices, Go (Programming Language)",,,,Bengaluru,Karnataka,India,backendFinal
Software Engineer,GAMMASTACK,2.8,"Redis, Docker Swarm, PostgreSQL, Koa.js, SQL, Amazon Web Services (AWS), Databases javascript typescript sql psql mongodb, Git, GitHub, Nodejs, Mongoose ODM, JavaScript, Node.js, HTML, HTML5, React.js, Express.js, MongoDB, Cascading Style Sheets (CSS)",Bachelor of Arts - BA,Munger University,,Bengaluru,Karnataka,India,backendFinal
Backend Developer,Groww,7.9,"Cloudflare Workers, GraphQL, Apollo GraphQL, Scalability, Distributed Systems, Customer Experience, Go-to-Market Strategy, Offers, Gift Cards, Payments, Scala, Representational State Transfer (REST), Java, Core Java, Git, JSON, REST APIs, SQL, GitHub, Docker Products, API Development, Go (Programming Language), Play Framework, Akka, Application Programming Interfaces, Back-End Web Development",Bachelor of Technology (B.Tech.),"B K Birla Institute of Engineering & Technology, Pilani","Learning Docker, Learning GraphQL, Functional Programming in Scala, Core Java, Programming in Java",Bengaluru,Karnataka,India,backendFinal
Software Engineer 1,Tekion Corp,4.2,"MongoDB, Spring Boot, Java, Back-End Web Development, Django, HTML, Cascading Style Sheets (CSS), Bootstrap, JavaScript, C++, C (Programming Language), Python (Programming Language)",BTech - Bachelor of Technology,Indian Institute of Information Technology Guwahati,"Google Cloud, Hash Code 2020",Bengaluru,Karnataka,India,backendFinal
SDE 2,Twilio,3.9,"Competitive Programming, Data Structures, Algorithms, Java, Python (Programming Language), SQL, NoSQL, Apache Kafka, Amazon Web Services (AWS), Distributed Systems, Software as a Service (SaaS), REST APIs, Git, Distributed Applications, Dropwizard, Microservices, MySQL, Serverless Framework, Amazon Dynamodb, Elasticsearch, AWS Lambda, Software Development, Programming, Object-Oriented Programming (OOP), C++, C (Programming Language), Oracle Database, Problem Solving, Technical Design, Computer Science, Database Management System (DBMS), Version Control, Back-End Web Development",Bachelor of Engineering - BE,KLE Technological University - Hubballi (India),"AWS Academy Graduate - AWS Academy Cloud Foundations, Introduction to Software Testing, NoSQL systems",,Karnataka,India,backendFinal
Senior Software Engineer,Accolite,6.3,"Kafka Streams, Java, JUnit, Hibernate, MySQL, Microservices, Spring Boot, Core Java",Bachelor of Technology - BTech,Nitte Meenakshi Institute of Technology,,Bengaluru,Karnataka,India,backendFinal
AI Engineer 2,IQVIA,7.2,"Databricks Products, Large Language Models (LLM), Gitlab, RAG, Google Cloud Platform (GCP), Machine Learning, Azure DevOps Server, Streamlit, Forecasting, Natural Language Processing (NLP), MLflow, Unity Catalog, Continuous Integration and Continuous Delivery (CI/CD), Jupyter, AWS SageMaker, MLOps, Python, Azure Automation, Azure monitor, Microsoft Power Bi, SQL Server Management Studio, SQL Server Integration Services (SSIS), Microsoft Excel, Azure Data Factory, Azure Virtual Machines, MLOps Blog, Azure Blob, Role-Based Access Control (RBAC), JSON Web Token (JWT), Pandas, Postman API, Back-End Web Development, GitHub, Auzre Delta lake, Azure Databricks, Azure Telemetry, Django, Azure redis, PySpark, Django REST Framework, Python (Programming Language), Microsoft Azure, Power Bi , Azure Kusto, Cloud Computing, Microsoft SQL Server, Artificial Intelligence (AI), Computer Ethics, Generative AI, Docker Products, Generative AI Tools, Artificial Intelligence for Business, Search Engine Technology, Responsible AI",Bachelor of Technology,Visvesvaraya Technological University,"Databricks AI Fundamentals, Learning Docker, Career Essentials in Generative AI by Microsoft and LinkedIn, Introduction to Artificial Intelligence, Ethics in the Age of Generative AI, Generative AI: The Evolution of Thoughtful Online Search, What Is Generative AI?, IBM Certified Python for Data Science, Analyzing and Visualizing Data with Microsoft Power BI",Bengaluru,Karnataka,India,backendFinal
Software Engineer II,Microsoft,4.8,"Django, C++, React.js, Git, C#, Microsoft SQL Server, Microsoft Azure, HTML5, Cascading Style Sheets (CSS), Bootstrap, Secure Shell (SSH), Amazon EC2",Bachelor of Technology - BTech,National Institute of Technology Durgapur,"Chapter Leader of Campus Chapter, Microsoft Certified Azure Certification Exam, Problem Solving (Intermediate) Skills Certification Test",Bengaluru,Karnataka,India,backendFinal
System Engineer,Tata Consultancy Services,2.6,"Azure cloud, Analytical Skills, Crack leaked password database, Android, JavaScript, Cloud Computing, Flutter, Dart, Microsoft Azure, Microsoft Excel, Django, Java, Algorithms, Microsoft Word, HTML, React.js, MySQL, Front-End Development, Communication, Engineering, Project Management, English, Python (Programming Language), Core Java, Microsoft PowerPoint, Hindi, HTML5, Cascading Style Sheets (CSS)",Bachelor of Technology - BTech,"SHRI RAMSWAROOP MEMORIAL COLLEGE OF ENGINEERING AND MANAGEMENT, LUCKNOW","Microsoft Certified: Azure Administrator Associate, Software Engineering Program, CSS, Introduction to Soft Skills, Java , TCS iON Career Edge - Young Professional, Web Development, AZ-900 Microsoft certified Azure Fundamentals, Core Java, Python and django ",Bengaluru,Karnataka,India,backendFinal
Software Engineer-II,Cloudera,4.6,"Distributed Systems, Hadoop, MapReduce, Java, Ruby on Rails, C (Programming Language), C++, Data Structures, Algorithms, Programming, DATA STRUCTURE, React.js, Node.js, MongoDB, Python (Programming Language), Django, HTML, Cascading Style Sheets (CSS)",Bachelor of Technology - BTech,Institute of Engineering and Technology,"Algorithms on Graphs, Algorithmic toolbox, Data Structures",Bengaluru,Karnataka,India,backendFinal
System Engineer,Tata Consultancy Services,2.2,"Data Structures, Open-Source Software, Computer Science, Database Management System (DBMS), Problem Solving, Database Design, SQL, Git, PHP, JavaScript, API, WordPress, Kotlin, Java, HTML, CSS, Network Address Translation (NAT), Cybersecurity, Network Security, Encryption, Routing, Internet Protocol (IP), Internet Protocol Suite (TCP/IP), Networking, Web Content Writing, DSA, Software Testing, C++, C (Programming Language), Android Development, Web Development, java, MySQL, GitHub, Cloud Computing, RESTful WebServices, Back-End Web Development, Application Programming Interfaces (API), API Development",Bachelor's degree,"C. V. Raman Global University, Bhubaneswar","Become a RESTful API Developer, Hands-On Introduction: JavaScript, Hands-On Introduction: PHP, JavaScript for Web Designers, Learning Cloud Computing: Core Concepts, Learning Git and GitHub, Practice It: PHP with MySQL, Introduction to Cybersecurity, Cybersecurity Essentials, CCNA: Enterprise Networking, Security, and Automation, CCNA: Switching, Routing, and Wireless Essentials, CCNA: Introduction to Networks",Bengaluru,Karnataka,India,backendFinal
Back End Developer,Basava Pracheena Vaidya Anveshana,3.6,"Back-End Web Development, DevOps, Application Programming Interfaces (API), Guiding, Java, HTML, Leadership, Engineering, Research, Data Structures, Algorithms, Programming, C (Programming Language), CSS, Cascading Style Sheets (CSS), SQL, Core Java, C++, Communication, Problem Solving, English, Kannada",Bachelor of Engineering - BE,Nagarjuna College Of Engineering and Technology,,Bengaluru,Karnataka,India,backendFinal
Engineering Manager,Gojek,15.4,"Java, Apache Flink, Apache Spark, Hadoop, Oozie, Scala, MapReduce, Hive, Apache Kafka, ElasticSearch, Golang, BigTable, Amazon Dynamodb, Kafka",Engineer’s Degree,"Jawaharlal Nehru Technological University, Anantapur",,Bengaluru,Karnataka,India,backendFinal
Software Engineer,TIFIN,3.5,"FastAPI, Dialogflow, GraphQL, NestJS, Django, AWS Lambda, Amazon Web Services (AWS), MongoDB, Redis, Git, Node.js, CI/CD, Python (Programming Language), Blockchain, TypeScript, Jenkins, C++, Programming, Technical Content Writing, Algorithms, Data Structures, Shell Scripting, Creative Writing, C (Programming Language), Java, HTML, JavaScript, Cascading Style Sheets (CSS), Ethereum",Bachelor of Technology - BTech,Indian Institute of Information Technology Kottayam,Blockchain Specialization,Bengaluru,Karnataka,India,backendFinal
java backend developer,Intuit,4.0,"Microservices, Core Java, JavaServer Pages (JSP), Java Database Connectivity (JDBC), Hibernate, MySQL, React.js, Responsive Web Design, Python (Programming Language), Web Development, Bootstrap, HTML5, AngularJS, Cascading Style Sheets (CSS), JavaScript, Angular",Master of Computer Applications - MCA,"Biju Patnaik University of Technology (BPUT), Rourkela",,Bengaluru,Karnataka,India,backendFinal
Software Development Associate Manager,Accenture,9.6,"Enterprise Systems Integration, SaaS Integration, Database Optimization, Extract, Transform, Load (ETL), Advanced Supply Chain Planning, Database Development, Oracle Demantra, Spring AI, Prompt Engineering, Agile Methodologies, Microsoft SQL Server, Hibernate, RESTful architecture, Event-Driven Architecture, Camunda BPM, GraphQL, Splunk, Agile Methodologies / Scrum, Matplotlib, Pandas, Scikit-Learn, Classification metrics, MATLAB, GI GTK, Node.js, Content Strategy, Product Thinking, Collaborative Problem Solving, Online Content Creation, SOLID Design Principles, Java, Spring Boot, Spring Framework, SQL, MySQL, MongoDB, Oracle Database, Apache Kafka, Amazon Web Services (AWS), Kubernetes, Microservices, Web Services, Dynatrace, Object Oriented Design, Systems Design, Design Patterns, Object-Relational Mapping (ORM), Object-Oriented Programming (OOP), Multithreading, Serialization, Algorithms, Data Structures, Core Java, PL/SQL, IntelliJ IDEA, Oracle SQL Developer,  Git, Continuous Integration and Continuous Delivery (CI/CD), Technical Documentation, Python, C#, ASP.NET Core, RabbitMQ, Pivotal Cloud Foundry (PCF), Anaconda, Visual Studio, Jira, Confluence, UNIX, AngularJS, JavaScript, Software Development Life Cycle (SDLC), Supply Chain Management, Data Governance, Performance Tuning, Problem Solving, Oracle E-Business Suite, Tortoise SVN, HP Quality Center, Computer Science",Postgraduate Degree,The University of Texas at Austin,"Artificial Intelligence and Machine Learning, Cloud Security Concepts & Design Principles, Data Access & Governance Policies: Data Classification, Encryption, & Monitoring, Generative AI APIs for Practical Applications, Identity & Access Management, Hybrid Environment Pipelines: Hybrid Cloud Transformation, Leading Security Teams for GenAI Solutions: Use of Generative AI, Software Design and Development: Design Patterns & SOLID Principles, Advanced Agile: Leadership Techniques, Agile Principles and Methodologies, Communicating and Engaging Teams and Stakeholders, Master Spring Boot 3 & Spring Framework 6 with Java, Master System Design and Design Pattern, Learning SOLID Programming Principles, Learning Spring with Spring Boot, GitHub Copilot: Use AI to write code for you! (Copilot 2023),  Data Warehouse Developer-SQL Server/ETL/SSIS/SSAS/SSRS/T-SQL, .NET Programming, Programming in Core Java, Programming in HTML5 with JavaScript and CSS3",Bengaluru,Karnataka,India,backendFinal
Senior Software Engineer,Encora Inc.,4.2,"AWS Lambda, Cascading Style Sheets (CSS), HTML5, Amazon EBS, Microservices, Amazon EC2, Amazon S3, Java, Spring Boot, Data Structures, Problem Solving, Low-Level Design, High-Level Design, Algorithms, MySQL, Web Development, Spring Framework, Spring MVC, Amazon Web Services (AWS), Git",,Scaler,,Bengaluru,Karnataka,India,backendFinal
Backend Developer,Capslock Marketplaces,3.2,"Go (Programming Language), Apache Kafka, Messaging Queues, Redis, Firestore, Retrieval-Augmented Generation (RAG), Google Cloud Platform (GCP), Next.js, Jenkins, Amazon Web Services (AWS), NoSQL, Databases, Back-End Web Development, FastAPI, REST APIs, Django REST Framework, OpenAI API, PostgreSQL, Java, Spring Boot, Statistical Modeling, Generative AI, Computer Science, User Requirements, MERN Stack, MongoDB, Node.js, Express.js, Software Development, Web Development, Django, Android Development, React.js, My SQL, Reinforcement Learning, Deep Reinforcement Learning, Deep Learning, Mobile Application Development, Kotlin, Retrofit, Engineering, Project Management, English, Communication, Strategy, Analytical Skills, Finance, Machine Learning, Python (Programming Language), Programming, object oriented programming, Flask, HTML5, HTML, Bootstrap, Cascading Style Sheets (CSS), JavaScript, MySQL, XAMPP, C (Programming Language), Microsoft Office, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Stock Market, Trading, Start-ups, Business Strategy, Business Development, Strategic Planning, Pandas (Software), Anaconda, python gui, Wix Website Builder, NumPy",Bachelor of Engineering - BE,"Birla Institute of Technology and Science, Pilani",,Bengaluru,Karnataka,India,backendFinal
Node JS Developer,Datamatics,4.0,"Node Js, mongo DB, Express.js, Mean Stack, High-Level Design, Back-End Web Development, Functional Programming, nodeJS, ERD, PM2, GitHub, Angular Material, schema design, Data Structures, SQL, Object-Oriented Programming (OOP), Software Design Patterns, Low-Level Design, MongoDB, JavaScript, Java, Node.js",Data Structures and Fullstack development ,Scaler,,Bengaluru,Karnataka,India,backendFinal
Software Engineer,GRL Technologies Limited,3.2,"Program Creation, Database Administration, GraphQL, Object-Relational Mapping (ORM), Design Patterns, Optimization, Debugging, Attention to Detail, Postman API, Detailed Design, Server Administration, Network Automation, PostgreSQL, Representational State Transfer (REST), Quality Control, Continuous Integration (CI), Django REST Framework, Test-Driven Development, REST APIs, Databases, Flask, docker, English, Software Development, Computer Science, Code Review, Modbus, FTP, RedisdB, Apache Kafka, Django, SQL, HTML, User Datagram Protocol (UDP), Mqtt, MySQL, Milisearch, MongoDB, Kafka Streams, Object-Oriented Programming (OOP), Linux, Git, Engineering, Data Structures, Python (Programming Language), Communication, Leadership",Bachelor of Technology - BTech,Amrita Vishwa Vidyapeetham,,Bengaluru,Karnataka,India,backendFinal
Software Engineer,Google,5.1,"Deep Learning, android studio, python, TensorFlow, PyTorch, Freshdesk, retool, Spring Boot, Java, Go (Programming Language), MongoDB, OpenCascade, XML Schema, PyQt, Graphical User Interface (GUI), Standard Template Library (STL), Qt, Machine Learning, Python (Programming Language), pandas, Video Processing, OpenCV, Programming, C++, Computer Science, C (Programming Language), MySQL, HTML, Object-Oriented Programming (OOP), Vue.js, Firebase, Tailwind CSS",Bachelor of Technology - BTech,National Institute of Technology Delhi, Computer Vision - Object Detection with OpenCV and Python,Bengaluru,Karnataka,India,backendFinal
Senior Software Engineer,Intuit,7.2,"Problem Solving, Cloud Computing, Docker, Splunk, Apache Kafka, Java 8, JPA, Hibernate, IBM Db2, Oracle Database, Data Structures, REST APIs, Python, Java, C, HTML, SQL, Data Analytics, Statistics, Programming in R, Machine Learning, Jupyter, NumPy, Data Science, Artificial Intelligence (AI), Data Visualization, linux os, Git, Jenkins, postman, JIRA, RESTful WebServices, Cucumber, Spring Boot, PL/SQL, R, Python (Programming Language), C (Programming Language)",Bachelor of Technology,Meerut Institute of Engineering and Technology(MIET),"Data Structures and Algorithms, Microservice Architecture, Practitioners Course In Descriptive,Predictive And Prescriptive Analytics, Introduction to Databases and SQL Querying",Bengaluru,Karnataka,India,backendFinal
Back End Developer,Meesho,4.8,"MySQL, MongoDB, Microservices, system design, Java, Systems Design, Spring Boot, Front-End Development, Android Framework, Functionality, Code Review, Data Structures, RxJava, Android Design, Object-oriented Software, Computer Engineering, SDKs, Project Management, Programming Languages, Systems Programming, Solution Architecture, Object-Oriented Programming (OOP), Technical Design, Redux.js, Written Communication, Software Design, Technical Architecture, Problem Solving, Unit Testing, Performance Tuning, Distributed Applications, Computer Science, Analytical Skills, High Performance Computing (HPC), Continuous Integration (CI), Strategy Consulting, Framework Design, English, Requirements Gathering, Multithreading, Inter-process Communication, Design Patterns, Skill Development, Women in Tech Conference & Network Platform, Android Jetpack, Retrofit, Model-view-viewmodel (MVVM), TypeScript, Volley Library, Git, Android, Mobile Application Development, React Native, Kotlin, Android Development, JavaScript, Software Development",Bachelor of Technology - BTech,KIET Group of Institutions,,Bengaluru,Karnataka,India,backendFinal
Senior Java Software Engineer,NetApp,10.3,"Java Database Connectivity (JDBC), Microservices, Algorithms, Metrics Analysis, Technical Documentation, Debugging, Systems Analysis, Code Review, Business Requirements, SOAP, Software Design, Docker Products, Object-Oriented Programming (OOP), Spring Cloud, Software Development, Git, Azure DevOps Services, Java Development, JavaScript, Spring Security, Cascading Style Sheets (CSS), Angular, API Development, Java, SQL, PL/SQL, Tomcat, Oracle SQL Developer, Spring MVC, Spring Boot, AngularJS, Jasper Reports, MYSQL, ORACLE SQL, Core Java, Oracle Application Development Framework (ADF), Spring Framework, Core Java, REST APIs, Full-Stack Development, WebLogic, Eclipse, oracle sql, MySQL",Bachelor's degree,"Jawaharlal Nehru Technological University, Anantapur",,Bengaluru,Karnataka,India,backendFinal
Software Engineer,Nielsen,1.7,"IBM Webspher MQ, Reverse Proxy, Observability, Elasticsearch, Shell Scripting, Cassandra, RabbitMQ, Rabbit, Microservices, Distributed Systems, Rancher, Amazon Web Services (AWS), Operating Systems, Data structure and algorithms, Computer networks, Systems Design, Kibana, Elastic Stack (ELK), ibm mq, Apache Kafka, desp, JMeter, Dynatrace, Rancher Kubernetes Management, Harness, Rocket 🚀 , Cucumber BDD, springboot, harnes, Neo4j, Grafana, jfrog, Artifactory, Echo, Kubernetes, Mockito, JUnit, Spring Boot, AngularJS, docker, Rest Assured, TestNG, Selenium, Java, Postman API, TestRail, Tailwind CSS, Algorithms, Bootstrap (Framework), reactjs, salesforce, SQL, Web Services, MongoDB, Express.js, Data Structures, Object-Oriented Programming (OOP), Problem Solving, Salesforce Sales Cloud, c/c++, Databases, Optimization, Salesforce Training, Nodejs, React.js, GitHub, Git, Node.js, C++, Search Engine Optimization (SEO), Web Hosting, Salesforce.com, C (Programming Language), Programming, Python (Programming Language), HTML, Cascading Style Sheets (CSS), JavaScript, Creative Problem Solving, English",Btech,Jaypee University of Engineering and Technology,,Bengaluru,Karnataka,India,backendFinal
Software Engineer,Acceldata,2.9,"Test-Driven Development, SDKs, Operators, Kubernetes, Apache Spark, Big Data, Hive, Apache Tez, Databases, Back-End Web Development, Go (Programming Language), COBRA, Node.js, Redis, Scala, MongoDB, Akka, Maven, Engineering, Problem Solving, C (Programming Language), Programming, HTML, C++, HTML5, Cascading Style Sheets (CSS), Bootstrap, GitHub, GitHub Atom, Competitive Programming, Java, Object-Oriented Programming (OOP), Data Structures, Git, Algorithms, RabbitMQ",Bachelor of Technology - BTech,Harcourt Butler Technical University ,"Problem Solving (Basic), Java(Basic), JavaScript(Basic), 30 days of Google Cloud Program, Hacktoberfest",Bengaluru,Karnataka,India,backendFinal
Senior Software Engineer,Encora Inc.,6.0,"Docker, Microservices, REST APIs, Kubernetes, Amazon Web Services (AWS), Cascading Style Sheets (CSS), Go (Programming Language), Node.js, Object-Oriented Programming (OOP), Python (Programming Language), HTML, Django, MySQL, SQL, PostgreSQL, DevOps",Bachelor's degree,Indira Gandhi National Open University,,,Kerala,India,backendFinal
Associate Software Engineer,Red Hat,3.0,"Core Java, Docker, Kubernetes, Database Design, Teradata SQL, Teradata, Teradata Data Warehouse, C++, Front-End Development, Microsoft Azure, Agile Environment, Ansible, Git, Amazon S3, Amazon Relational Database Service (RDS), Amazon EC2, Retool, Amazon Route 53, Amazon Web Services (AWS), Python (Programming Language), Node.js, Express.js, Flask, MongoDB, SQL, Microsoft SQL Server, Cybersecurity, Internet of Things (IoT), Problem Solving, Data Structures, Java, Algorithms, Web Development, ASP.NET, JavaScript, Machine Learning, Web Design, C (Programming Language), Cascading Style Sheets (CSS), HTML",Bachelor of Technology - BTech,Graphic Era Deemed to be University,"AWS Certified Developer – Associate, AWS Certified Solutions Architect – Associate, AWS Certified Cloud Practitioner, Microsoft Certified: Azure Fundamentals, Google Cloud Essentials",Bengaluru,Karnataka,India,backendFinal
Consultant to Morgan Stanley ,Accolite,8.4,"Java, C, C++, OpenText DAM, JavaFX, Open Text Livelink, SQL, Spring Framework, Spring Boot",Bachelor's degree,Dr. A.P.J. Abdul Kalam Technical University,"Implementing OpenText Media Management v16 Certification, Oracle Certified Associate, Java SE 8 Programmer",Bengaluru,Karnataka,India,backendFinal
Associate Software Engineer,ICT Infracon,3.3,"Microservices, Java Development, Spring Boot, MySQL, Full-Stack Development, JavaServer Pages (JSP), Java Database Connectivity (JDBC), AJAX, Spring MVC, Oracle Database, PL/SQL, Oracle SQL Developer, Object-Relational Mapping (ORM), Hibernate, Spring Framework, Model-View-Controller (MVC), Maven, Communication, Front-End Development, Back-End Web Development, Web Development, Core Java, SQL, Databases, Analytical Skills, Computer Science, Written Communication, Object-Oriented Programming (OOP), Programming, Eclipse, C (Programming Language), Web Technologies, Java, Web Design, HTML5, HTML, Cascading Style Sheets (CSS), Bootstrap, JavaScript, Front-end Design",Bachelor of Engineering - BE,"KALOL INSTITUTE OF TECH. & RESEARCH CENTER ,KALOL 026",Master Microservices with Spring Boot and Spring Cloud,Bengaluru,Karnataka,India,backendFinal
Backend Engineer,CRED,9.0,"Amazon SQS, Datadog, Spring Boot, Amazon EC2, Amazon Dynamodb, Scripting, Amazon Web Services (AWS), Microservices, REST APIs, Machine Learning, Cloud Computing, C++, Web Development, Programming, Analytics, Responsive Web Design, Data Science, Software Development, Algorithms, Front-end Development, Python, SQL, MongoDB, JavaScript, HTML, Cascading Style Sheets (CSS), Linux, Node.js, Github, NoSQL, Java, Python (Programming Language), Databases, Leadership, Creative Problem Solving, Decision-Making, Teamwork, Problem Solving, Data Analytics, Data Scraping, Applied Machine Learning, Back-End Web Development",Bachelor of Technology - BTech,Vellore Institute of Technology,"Rest API (Intermediate), Full Stack Web Developer, Certified Network Security Specialist (CNSS), Mathematical Thinking in Computer Science, Simulink Onramp, Architecting with Google Compute Engine Specialization, Elastic Cloud Infrastructure: Containers and Services, Elastic Cloud Infrastructure: Scaling and Automation, Essential Cloud Infrastructure: Core Services, Essential Cloud Infrastructure: Foundation, Google Cloud Platform Fundamentals: Core Infrastructure, Python for Data Science and Machine Learning Bootcamp, Reliable Cloud Infrastructure: Design and Process, MATLAB Onramp, Introduction to Python",Bengaluru,Karnataka,India,backendFinal
Lead Engineer 2,GE Vernova,7.6,"Amazon Web Services (AWS), Kubernetes, Mqtt, Bash, Python, Chatbot Development, rasa, Continuous Integration and Continuous Delivery (CI/CD), Jenkins, PostgreSQL, C#, Elastic Stack (ELK), Flas, Flask, Spring Boot, Redis, Data Structures, Database Management System (DBMS), Object-Oriented Programming (OOP), C, Microsoft Office, C++, Java, HTML, Microsoft Word, Leadership, Python (Programming Language), Algorithms, SQL, Cascading Style Sheets (CSS), MySQL, .NET Framework, Angular 6, Django Rest Framework, Git, Docker",Bachelor's degree,Jadavpur University,"Coding Interview Preparation, Use Bash Scripting on Linux to Execute Common commands, Using Python to Interact with the Operating System, Fundamentals of Kubernetes Deployment, Chatbot with Rasa and Python, Jenkins : Automating your delivery pipeline,  Docker, Containerization Using Docker, Hackerrank",Bengaluru,Karnataka,India,backendFinal
SDE1,Meesho,5.1,"Java, Spring Boot, Apache Kafka, Hibernate, Object-Relational Mapping (ORM), sequelize, Postman API, Docker, Agile Methodologies, Object-Oriented Programming (OOP), Next.js, Amazon Web Services (AWS), Redis, PostgreSQL, Systems Design, TypeScript, Node.js, API Development, Data Structures, Ionic Framework, AngularJS, Firebase, Reactjs, HTML, Cascading Style Sheets (CSS), Communication, Problem Solving, Team Building, Web Development, C++, Competitive Programming, Front-End Development, JavaScript, React.js",Bachelor of Technology - BTech,"Indian Institute of Technology, Roorkee",Bronze Badge ,Bengaluru,Karnataka,India,backendFinal
