current_position,current_company,years_of_experience,total_skills,education_degree,education_institution,certifications,city,state,country,profile_type
Information Security Analyst,TCS,7.6,"Cybersecurity, Data Security, SOC Analyst, Engineering, Vulnerability Management, NIST, Application Security, DLP, Penetration Testing, Malware Analysis",B.Tech,JNTUH College of Engineering Hyderabad,"Splunk Admin, Infosec Analyst",Bengaluru,Karnataka,India,security_analyst
Cyber Security Analyst,Sattrix Information Security,3.0,"Information Technology, cyber security analyst, Network Security, seurity, Security, Privilleged access management, Security operation center L1, Security Operations Center, Soc analyst, Cybersecurity, English, Communication, Microsoft Office, Microsoft Excel, Microsoft Word, Microsoft PowerPoint",,University of Calicut,,Bengaluru,Karnataka,India,security_analyst
Customer Relationship Management Manager,Niyo Solutions Inc.,1.2,"Forex market , Strategy, Customer Relationship Management (CRM), forex, Portfolio Risk Management, Advance financial Analytics , DCF Valuation, Valuation, Time Management, Leadership, Sales Management, Teamwork, Microsoft Office, Derivatives, Financial Modeling, Team Leadership, Team Management, Financial Performance, Problem Solving, Business Research, Sales, Data Visualization, Portfolio Management, Security Analysis (Securities), Presentation Skills, Artificial Intelligence (AI), Financial Analysis, Statistics, Microsoft Excel, Microsoft Power BI",Master of Business Administration - MBA,Alliance University,"Advance financial analytics , International Business Context, U.S. Bond Investing Basics, Derivatives options and futures, Global capital market , Global financial markets , Behavioral finance , Introduction to Artificial intelligence IBM, Tcs iON career edge",Bengaluru,Karnataka,India,security_analyst
Assistant Manager,Deloitte,7.4,"Networking, Network Security, Security Operations Center, Linux, Threat & Vulnerability Management, Incident Handling, Cloud Computing, Internet Protocol Suite (TCP/IP), Wide Area Network (WAN), Dynamic Host Configuration Protocol (DHCP), Domain Name System (DNS), Malware Analysis, Malware Detection, Phishing, Splunk, Cybersecurity, Firewalls, SIEM, Security Analysis",Bachelor of Engineering - BE,RRIT,,Bengaluru,Karnataka,India,security_analyst
Security Analyst,DXC Technology,7.3,"Information Security, Cybersecurity, Malware Analysis, SOC 1, Email Security, Security Analyst , Security Operations Center, Incident Response",,,,Bengaluru,Karnataka,India,security_analyst
SOC Analyst,HCLTech,4.7,"IBM QRadar, Splunk, ArcSight, ServiceNow",,,,Bengaluru,Karnataka,India,security_analyst
Senior Engineer - Zero Trust and IAM,Johnson Controls,6.8,"Communication, Analytical Skills, Identity and Access Management (IAM), Provisioning, User Provisioning, SAP Business One, SAP Portal, Sap, Business Planning, Project Management, Identity & Access Management (IAM), Continuous Improvement, Research, Incident Management, English, PKI",Bachelor of Engineering - BE,Muthayammal Engineering College,"Level 1: Trustee Exam, Microsoft Azure: Active Directory",Bengaluru,Karnataka,India,security_analyst
Cyber Security Analyst,CyberSapiens,3.8,"Cybersecurity, Python (Programming Language), Rust (Programming Language), Red Team Assessment, Microsoft Azure, SIEM, Incident Response, Security Operations, Ethical Hacking, VAPT, Cyber Threat Hunting (CTH), Threat & Vulnerability Management",B.Sc. ( Hons.) Forensic Sciences,Jain (Deemed-to-be University),"Certified Ethical Hacker (CEHv11), My Professional Certs",,,India,security_analyst
Security Analyst (SOC),Microland Limited,5.1,"ArcExplorer, Incident Reporting, Incident Management, Log Analysis, Intrusion Detection, Network Traffic Analysis, Reporting & Analysis, Incident Handling, Security Incident Management, Security Monitoring, Real-time Monitoring, Standard Operating Procedure (SOP), Cybersecurity Incident Response, Root Cause Analysis, Deep Diver, Event Monitoring, Trend Micro, Phishing & Email Analysis, Jira, ServiceNow, Symantec Security, Crowdstrike Falcon, Azure Sentinel, IBM QRadar, Splunk",Bachelor's degree,Andhra University,,Bengaluru,Karnataka,India,security_analyst
Senior Product Manager,SonicWall,13.8,"Trusting Relationships, Business Case Preparation, Leadership, Strategic Communications, Execution, Artificial Intelligence (AI), Wireframing, Mockups, Creative Problem Solving, Business Development, Cybersecurity, Growth Strategies, Agile Methodologies, Agile Project Management, Software Development, Stakeholder Management, Enterprise Software, Product Requirements, User Experience (UX), Communication, Analytical Skills, Problem Solving, Cross-functional Collaborations, User Research, Critical Thinking, XDR, EDR, SASE, Threat research, Information Security, Go-to-Market Strategy, Product Development, Cyber Threat Intelligence (CTI), Risk Assessment, Security Operations Center, Security Incident Response, Product Launch, Product Lifecycle Management, Product Innovation, Product Design, Strategic Roadmaps, Product Road Mapping, Can Do Approach, Powershell Scripting, Cyber Assessment, Compromised Assessment, Adversary Emulation, Product, Strategic Partnerships, Digital Strategy, Strategic Thinking, Strategic Planning, Project Management",Bachelor of Engineering (BE),Visvesvaraya Technological University,"CEH v9, CCNA (Cisco Certified Network Associate), IT security and Ethical Hacking",Bengaluru,Karnataka,India,security_analyst
Team Lead,Atos,7.6,"Microsoft Defender, Microsoft Azure, Crowdstrike Falcon, Routing, Network Engineering, Vulnerability, Security Operations, Security Operations Center, Cybersecurity, Application Security, Cloud Administration, Cloud Computing, System Migration, Proxy, IBM QRadar, Malware Analysis, Transmission Control Protocol (TCP), Event Security, Phishing, Internet Protocol Suite (TCP/IP), Management, Routing Protocols, Web Application Firewall, DDoS, Demisto, Ips/ids, Cloud Security",BCA,"GOVENMENT HOME SCIENE COLLEGE, HASSAN","Google Security Operations - Fundamentals, Google Security Operations - SOAR Analyst, Google Security Operations - SIEM Rules, Security Practices with Google Security Operations - SIEM, Learning Cloud Computing: Cloud Security, Learning Cloud Computing: Core Concepts",Bengaluru,Karnataka,India,security_analyst
Senior control managememt specalist,Wells Fargo,10.3,"Auditing, SAP GRC Access Control, SAP Security, IT Auditors, Statutory Accounting Principles (SAP), General Controls, Computer Operations, Microsoft Office, Leadership, Microsoft Excel, Team Management, Microsoft PowerPoint, Team Leadership, IT Audit, SOX 404, ITGC, Internal Audit, External Audit, itgc testing, ITIL, Change Management",,,,Bengaluru,Karnataka,India,security_analyst
Manager,PwC Acceleration Centers,11.4,"NIST, Kusto Query Language (KQL), Managed Security Services, End Point Security, Web Content Filtering, File Integrity Monitoring, Certificate Management, Security Operations Center, Database Administration, Web Application Firewall, Vulnerability Management, ITIL, McAfee Antivirus, Host Intrusion Prevention, Microsoft Excel, PowerPoint, Putty, Microsoft Office, Security, Microsoft Word, Vulnerability Assessment, Incident Response, Firewalls, EDR, Defender, Symantec Endpoint Protection, Cylance, Microsoft Endpoint Configuration Manager, GPO, Microsoft Defender, Splunk, Security Information and Event Management (SIEM)",Executive General Management Program,"Indian Institute of Management, Calcutta","Az900, Microsoft Azure Fundamentals, Cylance Security Professional, Az104, Microsoft  Azure Administrator, Az500, Microsoft Azure Security Engineer Associate, Microsoft security operations analyst, RSA Archer",Bengaluru,Karnataka,India,security_analyst
Associate Manager,Accenture,11.3,"Cerified SAFE Agile Practitioner, SAP ERP, SAP NetWeaver Business Warehouse (SAP BW), SAP GRC Access Control, SAP HR Security, Microsoft Excel, sap ecc, Sap Fiori, SAP HANA",BTech - Bachelor of Technology,NIST University,"SAP Certified Associate - Security Administrator, SAP Certified Application Associate - SAP Access Control 12.0, Certified SAFe® 5 Practitioner",Bengaluru,Karnataka,India,security_analyst
Physical Security Intelligence Analyst,ZeroFox,4.6,"Global Event Research (Elections, Conflicts, Disruptions), Incident Investigation and Reporting, Physical Security Intelligence, Boolean Search Techniques, Geopolitical Risk Analysis, Social Media OSINT, Forensic Psychology, Forensic Toxicology, Forensic Medicine, OSINT, Report Writing, Crime Scene Investigations, Risk Assessment, Digital Forensics",Bachelor of Science - BS,Jain (Deemed-to-be University),"E-Course on Security, Vigilance and Investigation, Texial Ethical Hacker L1",Bengaluru,Karnataka,India,security_analyst
Senior Operations Specialist,IBM India Pvt. Ltd.,18.6,"Incident Management, ITIL, IT Service Management, Service Delivery, IT Operations, Analysis, Service Management, Disaster Recovery, Transition Management, Active Directory, VMware, Servers, Windows Server, Team Management",B.Com.,Karnatak University,Microsoft Certified: Azure Fundamentals,Bengaluru,Karnataka,India,security_analyst
Senior Security Analyst,Dell Technologies,8.1,"Microsoft Azure, Trend Micro, Symantec, RSA Netwitness,, Trend Micro Anti-Virus, Threat Analysis, Splunk, Phish, AlienVault, RSA SIEM, Cybersecurity, Splunk Enterprise Security, Information Security, Vulnerability Assessment, Payment Card Industry Data Security Standard (PCI DSS), Security, Information Security Management, Computer Forensics, Threat Detection, Cisco Umbrella, Cyber Threat Hunting (CTH), McAfee SIEM , Security Information and Event Management (SIEM), Vulnerability Management, Ethical Hacking, Falcon, SIEM, Networking, IT Security Operations, Threat & Vulnerability Management, Security Operations Center, Vulnerability Scanning, Mimecast, Sentinel One, Phishing, Anti-phishing",Bachelor of Technology - BTech,"Biju Patnaik University of Technology, Odisha","Certified Ethical Hacker (CEH), Cisco Certified Network Associate Routing and Switching (CCNA), Microsoft Certified: Security Operations Analyst Associate, Microsoft Certified: Security Operations Analyst Associate, CNSS, Introduction to Cybersecurity",Bengaluru,Karnataka,India,security_analyst
,,,"Basic networking , OSI Model, EDR, Service-Level Agreements (SLA), Security Operations Center, IBM QRadar, Email security appliance , Vulnerability Scanning, Cyber Threat Intelligence (CTI), Vulnerability Assessment, Vulnerability Management, Splunk Enterprise Security",BCA,"Davangere University, Davangere",,Bengaluru,Karnataka,India,security_analyst
Security Analyst,Atos,4.9,"Identity and Access Management (IAM), Azure Sentinel, Problem Solving, Communication, Phishing Analysis, Security Analyst, SOC, SIEM, Arcisght, Splunk, ServiceNow, Nessus, Incident Response, Log Analysis, Microsoft Outlook",Bachelor of Engineering - BE,Jeppiaar Institute of Technology,Microsoft Certified: Security Operations Analyst Associate,Bengaluru,Karnataka,India,security_analyst
 Security Analyst L2,ConnectWise,6.8,"OWASP, Service-Level Agreements (SLA), Automation, Scripting, Operating Systems, Observation, Programming, Soc, Cybersecurity, Malware Analysis, Network Security, ConnectWise, Microsoft Excel, Analytical Skills, English, Education, Communication",BCA,"Baldwin Methodist College, Bengaluru",,Bengaluru,Karnataka,India,security_analyst
Senior Security Analyst,Saviynt,8.9,"ArcSight, CTI, Web Application Firewalls, Antivirus, Log Analysis, Artificial Intelligence (AI), Risk Assessment, IT Security Assessments, SOAR, EDR, Linux, Cyber Defense, Internet Protocol Suite (TCP/IP), Security Implementation, DLP, Microsoft Azure, Endpoint Security, OSCP, Proxy Server, Python (Programming Language), Vulnerability Assessment, IT Infrastructure Management, Infrastructure, Vulnerability, Firewalls, IDS, Intrusion Detection, Security Operations Management, Cloud Infrastructure, Cybersecurity, IBM QRadar, Cloud Security, Splunk, Cyber, Information Technology, Threat Detection, Security Analysis (Securities), Certified Information Security Manager (CISM), Incident Management, Cyber Threat Hunting (CTH), Security, Security Incident Response, German, CERT Instruction, Malware Analysis, Cybersecurity Incident Response, Security Monitoring, Penetration Testing, Threat & Vulnerability Management, Information Security, Information Security Management, Security Information and Event Management (SIEM), Vulnerability Management, Situational Awareness, Security Operations, Ethical Hacking, Data Privacy, Computer Science, Cyber Threat Intelligence (CTI), Microsoft Office, Microsoft Excel, Leadership, Microsoft Word, Microsoft PowerPoint, Public Speaking, Incident Response, Security Operations Center, Network Security",Bachelor of Engineering - BE,"City Engineering College, Bangalore",Certified Ethical Hacker (CEH),Bengaluru,Karnataka,India,security_analyst
Security Analyst,SISA,2.6,"Oracle CRM, Oracle Database, Oracle Engagement Cloud, Fundamentals of Oracle Cloud Infrastructure (OCI), Networking in OCI, Storage Solutions, Compute Services, Database Services, Security in OCI, Cost Management, DLP, DAM, Azure, Onprem, Web Application Security, Grafana, Cloudflare, Fortigate, Web Applications, ProACT, Security Operations Center, Microsoft Azure, Amazon EC2, AWS, AWS EC2, IT Service Management, SOAR Developer, SIEM, SOAR, SOAR Fundamentals, Ethical Hacking, Machine Learning · Deep Learning · Artificial Intelligence (AI), Artificial Intelligence (AI), Cloud Security, Cloud Engineer , Cloud Architecture , AWS Networking, Cloud Infrastructure, Cloud networking , Cloud Operations, Amazon Web Services (AWS), Multi-cloud Network Architecture , Cybersecurity, Google Cloud Platform (GCP), Azure Networking , Multi cloud, Terraform, Troubleshooting, Oracle Cloud infrastructure Networking , Microsoft Excel, Microsoft Word, Vulnerability Assessment, IT Security Operations, IDS, Security Operations, Information Security Analysis, Hypertext Transfer Protocol (HTTP), Information Technology, Intrusion Detection, Microsoft PowerPoint, Botnets, Malware Analysis, Security Incident Response, Framework Design, DDoS, Cyber Threat Hunting (CTH), Phishing, IT Operations, Security, Splunk, CompTIA, Information Security, Transmission Control Protocol (TCP), Communication, Internet Protocol Suite (TCP/IP), Analytical Skills, Symantec, SNOW , SNORT, IBM QRadar, Symantec Antivirus, Email Security , MS 365 Defender , EDR, CiscoAMP , Firewalls, Palo Alto , IPS, SNORT , Ticketing tool, SOC Analyst , Knowledge on NOC, Networking, Incident Response, Log Analysis, SplunkES, SIEM ",Master of Technology - MTech,"Bapuji Institute of Engineering & Technology, DAVANAGERE","Microsoft Certified: Azure Fundamentals, Oracle Cloud Infrastructure 2025 Certified Multicloud Architect Professional, Oracle Cloud Infrastructure 2025 Certified Foundations Associate, Oracle Cloud Infrastructure 2025 Certified AI Foundations Associate, ISO/IEC 20000-1:2018 - Information Technology Service management System, Certified Ethical Hacker (CEH), Ethical Hacking Essentials (EHE), Multicloud Network Associate, Network Defense Essentials (NDE),  AWS EC2 for AWS Certified Solutions Architect, Microsoft Azure, Chronicle Certified  SOAR Developer (CCSD), Chronicle Certified SOAR analyst CCSA, Chronicle SIEM Fundamentals, Chronicle SOAR Fundamentals V6 (CSFv6), CEH (V11)- Certified Ethical hacker Training, Certified Information Systems Security Professional (CISSP), CompTIA Network+, CompTIA Security +, Cyber Threat intelligence , Foundations of operationalizing MITRE ATT&CK, Splunk Fundamentals",Bengaluru,Karnataka,India,security_analyst
Information Security Analyst,MACOM,11.8,"End user security, SIEM, Information Security, Security concepts, Threat Mitigation, Remidiation, Network Security, Threat Analysis, Threat Assessment, Threat & Vulnerability Management, Technical Support, Microsoft Windows, Microsoft Office, Active Directory, VMware, System Center Configuration Manager (SCCM), Microsoft Outlook, Citrix, SAP Security, Interpersonal Communication, Leadership, Remote Troubleshooting, Software Troubleshooting, Cooking and baking, VDI, Command Prompt, Remote Desktop Protocol (RDP), SAP Basis, Okta Administration, Microsoft Exchange, Voicemail administration, FreePBX, Microsoft Intune, Microsoft Endpoint Configuration Manager, Office 365",Bachelor of Science - BS,St Joseph's University,"Microsoft Enpoint Manager, CompTIA Security+",Bengaluru,Karnataka,India,security_analyst
Cyber Security Analyst,Daimler Truck Innovation Center India (DTICI),2.2,"Windows Server, Microsoft Entra ID, ServiceNow, Splunk, LAN-WAN, NIST, Communication, Malware Analysis, Problem Analysis, Dynamic Host Configuration Protocol (DHCP), Domain Name System (DNS), Information Security Analysis, Security Analysis (Securities), Security Operations Center, Analytical Skills, OWASP, Firewalls, Transmission Control Protocol (TCP), Web Application Security, Internet Protocol Suite (TCP/IP), Active Directory, Networking, Python (Programming Language), Python| Testing| linux commands| penetration testing ",Master's degree,Rathinam College of Arts and Science,,,Kerala,India,security_analyst
Security delivery Analyst ,Accenture,4.2,"General Data Protection Regulation (GDPR), Critical Thinking, Security Monitoring, Communication, Information Security, Customer Satisfaction, Skilled Multi-tasker, Security Operations, Remediation, Cyber Risk Management, Cybersecurity Incident Response, Vulnerability Assessment, Cyber-security, Vulnerability, Investigation, Networking, 24x7, Service-Level Agreements (SLA), Incident Response, Cybersecurity, ArcSight, Managed Detection and Response (MDR), SOAR, Fortinet, Cisco Firewall Security, Checkpoint, Microsoft Defender, Cyber Kill Chain Framework, Endpoint Security, Crowdstrike, Security Information and Event Management (SIEM), Splunk, Security Operations Center, Computer Networking, Network Security, Firewalls, Virtual Private Network (VPN), Domain Name System (DNS), Dynamic Host Configuration Protocol (DHCP), Active Directory, Windows Server, Malware Analysis, Transmission Control Protocol (TCP), OSI Model, AAA, Proxy, IDS, IPS, Internet Protocol (IP), phishing analysis",BE - Bachelor of Engineering,"JAIN INSTITUTE OF TECHNOLOGY, DAVANAGERE","Network defense essentials , Fortinet Network Security Expert Level 1: Certified Associate",Bengaluru,Karnataka,India,security_analyst
Security Analyst,Telcovas Solutions & Services,3.3,"Amazon Relational Database Service (RDS), Cloud Computing IaaS, Cisco Identity Services Engine (ISE), FTTP, Palo Alto Networks Prisma, SSL VPN, Computer Literacy, Network Traffic Analysis, Deep Packet Inspection, Active Directory Experience, Identity and Access Management (IAM), Experience API (xAPI), DLP, LAN Switching, Secure Remote Access, Cybersecurity, Microsoft Access, URL Filtering, Application Security, Mobile Security, Virtualization, Infrastructure Management, Security Protocols, DNS Management, Secure Networks, Strata Management, Business Networking, Access Control Management, Computer Science Education, Network Protocols, SD-WAN, Amazon EC2, Linux, Network Engineering, Networking, Cross-functional Team Leadership, BGP, SSL, Logging, Troubleshooting, Windows Server, Network Administration, Network Security, Virtual Private Network (VPN), Routing Protocols, Border Gateway Protocol (BGP), Open Shortest Path First (OSPF), Dynamic Host Configuration Protocol (DHCP), Domain Name System (DNS), Hypertext Transfer Protocol (HTTP), IPSec, Transport Layer Security (TLS), Linux System Administration, Web Application Firewalls, Software as a Service (SaaS), Internet Protocol Suite (TCP/IP), Hypertext Transfer Protocol Secure (HTTPS), High Availability (HA), Quality of Service (QoS), LDAP, Security Assertion Markup Language (SAML), Palo Alto Networks Cortex, Application Programming Interfaces (API), Virtual Machines, Active Directory, AWS Auto Scaling, Docks, Jira, Wireshark, Tcpdump, Computer Science, Problem Solving, Service Levels, English, Customer Service, Service-Level Agreements (SLA), Customer Experience, Technical Support, Communication, Routing, Firewall configuration , Palo Alto Networks, SQL, Microsoft Power BI, Cloud Computing, Database Management System (DBMS), Data Analysis, Microsoft Office, Amazon Web Services (AWS), Cryptography",B.tech,Regent Education and Research Foundation Group of Institutions 263,Palo Alto Networks Certified Network Security Engineer (PCNSE),Bengaluru,Karnataka,India,security_analyst
Security Analyst ,Perfios,2.6,"Vulnerability Assessment, Cybersecurity, Splunk, SIME, Network Security, Project Management, Engineering",Bachelor of Engineering - BE,"Bapuji Institute of Engineering & Technology, DAVANAGERE",,Bengaluru,Karnataka,India,security_analyst
Cyber Security Analyst,Network Intelligence,1.2,"Managed Detection and Response (MDR), Security Information and Event Management (SIEM), Cloud Security, Azure Sentinel, Elastic Stack (ELK), Cortex XDR , LogRhythm, Microsoft Power BI, Cybersecurity Incident Response, Cyber Kill Chain Framework, Network Protocols, Cisco Information Security, Information Security Analysis, Active Directory Experience, Internet Protocol (IP), Mitigation Strategies, Network Security, Cybersecurity, OSI Model, Intelligence Analysis",Bachelor of computer Application ,Swami Vivekanand Institue of Technology & Management,,Bengaluru,Karnataka,India,security_analyst
Cyber Security Analyst,Network Intelligence,4.6,"Security Incident Response, Incident Response, Security Monitoring, Security Information and Event Management (SIEM), Analytical Skills, freshwork, Sentinel, Trend Micro, Fortinet, netskope, IBM QRadar, Azure Sentinel, sentinelone, checkpoint , palo alto firewall, Snow",,,"IBM Certified Analyst - Security QRadar SIEM V7.5, API Security Fundamentals ",Bengaluru,Karnataka,India,security_analyst
Security Analyst II,Cyderes,5.2,"Crowdstrike Falcon, Fortisoar, IBM QRadar, Sentinelone, Splunk Enterprise Security, Manage engine, BMC Remedy Ticketing System, MS365 defender, Paloalto",,,,Bengaluru,Karnataka,India,security_analyst
Security Operations Center Analyst,Web Affinity Technologies Private Limited,4.1,"Security Information and Event Management (SIEM), Incident Response, Cyber Threat Intelligence (CTI), Information Security, Security Analysis (Securities), Threat & Vulnerability Management, Vulnerability Scanning, Incident Reporting, Vulnerability Management, Security Incident Response",,,,Bengaluru,Karnataka,India,security_analyst
Security Analyst,Reliance Jio Infocomm Limited,2.2,"Threats, risks, vulnerabilities, Security frameworks, controls, design principles, Intrusion Detection Systems (IDS) and Packet Analyzers, Vulnerability Assessment and Threat Analysis, SIEM tools: Splunk, Chronicle, Suricata, File Handling in Python (log reading and parsing), Threats, risks, and vulnerabilities, Incident Response, Security frameworks and controls, Security hardening, Linux command line, SIEM tools, Software Testing, Penetration Testing, Security Audits, Internet Protocol Suite (TCP/IP), Internet Protocol (IP), SQL, Logical Reasoning, Software Infrastructure, Network Security, Network Switches, Wide Area Network (WAN), Network Engineering, Python , Celery, AJAX, Python, django , Django REST Framework, javascript , jQuery, XML, JSON, Developer Tools, Data Engineering, Software Development, Application Programming Interfaces (API), English, Writing, Graphic Design Principles, Design, Programming Languages, Python (Programming Language) , Django, Object-Oriented Programming (OOP), Communication, Computer Programming, Debugging, Java, HTML, MySQL, Cascading Style Sheets (CSS), Pandas (Software), Web Development, Computer Science, Computer Engineering, Back-End Web Development, Programming, HTML5, Engineering, Front-End Development, NumPy, JavaScript, Python (Programming Language)",Bachelor of Technology - BTech,Sanskriti University,"Google Cybersecurity Certificate, Coursera, 2022",Bengaluru,Karnataka,India,security_analyst
Security Analyst,ZeroFox,1.2,"Web Application Security, Burp Suite, Penetration Testing",High School,Delhi Public School - India,"CRTP, Jr Penetration Tester, Certified Ethical Hacker (CEH), Network Security and Database Vulnerabililities, Cybersecurity Compliance Framework & System Administration, Cybersecurity Roles, Processes & Operating System Security, Introduction to Cybersecurity Tools & Cyber Attacks, Ethical Hacking",Bengaluru,Karnataka,India,security_analyst
Security Analyst,Huron,4.6,"Communication, Problem Solving, Azure Sentinel, Splunk siem, Phishing, Security Operations Center, Vulnerability Management, Cyber Threat Intelligence (CTI), Log Management, Siem, Microsoft Azure, Sumo Logic, Cisco Umbrella, Trend Micro, Palo Alto Networks, dns, Malware Analysis, Cisco Advanced Malware Protection (AMP), Security Information and Event Management (SIEM), Network Security, Networking, Information Security, Cybersecurity",Bachelor of Business Administration - BBA,REVA University,,Bengaluru,Karnataka,India,security_analyst
Cyber Security Analyst,TerraPay,4.2,"Security Research, User Interface Design, Machine Learning Algorithms, Data Analysis, Software Development, Data Science, MySQL, Communication, Leadership, Responsive Web Design, HTML, Cascading Style Sheets (CSS), JavaScript, Web Interface Design, Python (Programming Language), Cloud Computing, Kubernetes, Agile Project Management",Bachelor of Engineering - BE,Visvesvaraya Technological University,"Learning Kubernetes, Transitioning from Waterfall to Agile Project Management, Jenkins Essential Training, Learning Cloud Computing: Public Cloud Platforms, Advanced Python, Angular Essential Training, Database Clinic: MongoDB, React.js: Building an Interface, Accessibility for Web Design, CSS Essential Training, HTML for Educators, HTML5: Geolocation, Introduction to Programming Using Java, JavaScript: Functions, JavaScript: Web Form Programming, Learning Responsive Web Design in the Browser, Introduction of c, Introduction to Programming Using Python",Bengaluru,Karnataka,India,security_analyst
Cyber Security Analyst,Tech Mahindra,6.3,"IBM QRadar, Malware Analysis, Network Security, Symantec Endpoint Protection, Splunk, Firewalls, Virtual Private Network (VPN), Vulnerability Scanning, Tenable Nessus, Zscaler Zero Trust Exchange, Security Operations, Information Security Management, Information Technology,  Log Analysis, spem, SIEM, Information Security, Vulnerability Assessment, Security Monitoring , Vulnerability Management",Bachelor of Computer of Application,"Bapuji Institute of Hi-tech Education, Davangere",,Bengaluru,Karnataka,India,security_analyst
Security Analyst,Tata Consultancy Services,4.3,"Simple Mail Transfer Protocol (SMTP), Oral Communication, Analytical Skills, Communication, Cybersecurity frameworks (ISO 27001,NIST), IT Security Policies & Procedures, Threat Detection & Analysis, Incident Response & Management, Vulnerability Assessment, Risk Assessment & Mitigation, Cybersecurity, Malware Analysis, Firewalls, IPS, IDS, Microsoft Azure, Virtual Private Network (VPN), OSI Model, Information Security Management, Security Operations Center, Security Information and Event Management (SIEM), Incident Response, Phishing, Cyber Kill Chain Framework, Azure Sentinel, Microsoft Defender, Cloud Security",Master of Computer Applications - MCA,"Sri Vani Institute of Management & Science, Anantapur",,Bengaluru,Karnataka,India,security_analyst
Security Analyst,PwC India,16.5,"McAfee ESM, Security Information and Event Management (SIEM), Splunk, Malware Analysis, Networking, Security Solutions, Use cases , ports and protocols, Incident Management, Security Tools, Network Architecture",Master of Computer Applications - MCA,Property Consultant ,,Bengaluru,Karnataka,India,security_analyst
Security Analyst,Atos,3.9,"Proofpoint, Microsoft Defender, Wazuh, Kibana, Tenable Nessus, Burp Suite, Malware Analysis, Penetration Testing, Vulnerability Assessment, Azure Sentinel, Siem, Splunk, Security Operations Center, Engineering, Communication, Presentations, Security analyst",Post graduate program ,International Institute of Information Technology Bangalore,"CORTEX XSOAR Training , SOC Analyst Training ",Bengaluru,Karnataka,India,security_analyst
Network Security Analyst,Alstom,3.8,"zscaler, Network Security, Firewalls, Juniper Networks Products, Checkpoint, Fortinet, ROI Optimization, Client Onboarding, Technology Integration, Automation, SAS (Software), Client Services, Customer Success, Customer Relationship Management (CRM), Python (Programming Language), Data Analyst, Data Science, System Testing, Software Development Life Cycle (SDLC), Statistics, Market Research, Critical Thinking, Project Management, Presentations, Communication, Data Analytics, Data Analysis, Analytics, Management, Microsoft Office, Research, Market Analysis, SQL, Leadership",COMPUTER SCIENCE ENGINEERING,CHANDIGARH UNIVERSITY,"Data mining, Data with Python, Introduction to Data Analytics, Software Testing",Bengaluru,Karnataka,India,security_analyst
Security Analyst,Flipkart,2.8,"Cyber-security, Social Media Marketing, Threat Analysis, Scripting, Incident Response, Cyber Defense, Security Monitoring, Cyber Threat Intelligence (CTI), Network Security, Security Information and Event Management (SIEM), Root Cause, Security Operations, Incident Management, Vulnerability, Security Management, Malware Analysis, Communication, Vulnerability Assessment, Oral Communication, Web Application Security, Cloud Computing, Information Technology, Team Leadership, Operating Systems, Java, Computer Networking, Cybersecurity, Editing, Canva, Critical Thinking, Information Security",Bachelor of Technology - BTech,UPES,,Bengaluru,Karnataka,India,security_analyst
Security Analyst,Soffit Infrastructure Services (P) Ltd,4.1,"Security Operations, Splunk, Security Information and Event Management (SIEM), Splunk Enterprise Security, IBM QRadar, Email Security, DLP, Security Operations Center",Electrical and Electronics Engineering,Abdul Kalam institute of technology and sciences ,,Bengaluru,Karnataka,India,security_analyst
Technical Specialist,ZeroFox,4.3,"End point security , Network Security, IPS, IDS, Security Operations Center",Bachelor of Engineering - BE,Jansons Institute of Technology,,Bengaluru,Karnataka,India,security_analyst
Senior Security Analyst,NTT DATA Services,9.4,"Ethical Hacking, Amazon Web Services (AWS), Okta Administration, Okta Single Sign-On, Identity and Access Management (IAM), Commonspirit, Incident Management, IT Service Management, Active Directory, Leadership, Auditing, Communication, Interpersonal Skills, Banking, Br. Net, Finacle, Customer Relationship Management (CRM), Microsoft Excel, Microsoft Office, Team Management, Quality Control, Self-confidence",BBM,St. Aloysius (Deemed to be University),"Editing and Proofreading Business Documents, Clarity and Conciseness in Business Writing, Writing with a Professional Mindset, Improving Your Technical Writing Skills",Bengaluru,Karnataka,India,security_analyst
Security Analyst,Intuit,7.6,"Monitoring, Incident Response, Security Incident Response, Access Control, Crime Scene Investigations, Crime Scene Photography, Creative Problem Solving, DTP, Drawing, Singing, Photography, dtp, Computer Science, Program Management, Fitness, Microsoft PowerPoint, Creativity Skills, Karate, Crime Mapping, Quote",M.A.,"Rashtriya Raksha University, India",,Bengaluru,Karnataka,India,security_analyst
Security Analyst,ConnectWise,4.6,"Security Information and Event Management (SIEM), Splunk Enterprise Security, Security Analysis, Malware Analysis, Incident Response, Palo Alto Firewal, Mcafee Epo, SOAR, Log Analysis, Cybersecurity, McAfee, Cortex, Splunk, Virus Total, Cyber Threat Intelligence (CTI)",Bachelor of Engineering - BE,Visvesvaraya Technological University,"Slunk Fundamentals, Security Analyst, introduction to cortex XSOAR",Bengaluru,Karnataka,India,security_analyst
Cyber Security Analyst,EY,3.0,"Directory integration, Okta Single Sign-On, Cybersecurity, Identity & Access Management (IAM), Java",Bachelor of Engineering - BE,sri Venkateswara College of engineering Bangalore  Karnataka,"Okta Certified Professional, EY Cybersecurity - Bronze (2023)",Bengaluru,Karnataka,India,security_analyst
