current_position,current_company,years_of_experience,total_skills,education_degree,education_institution,certifications,city,state,country,profile_type
Lead Data Scientist,LTIMindtree,8.4,"GEN AI, Amazon Web Services (AWS), Microsoft Azure Machine Learning, Neural Networks, Aircraft Engines, Mathematics, Propulsion Systems, Structural Analysis, Aerodynamics, Data Analytics, Jira, Selenium, NVIDIA cuDNN, Microsoft SQL Server, Google Cloud Platform (GCP), Microsoft Azure, PyTorch, Python (Programming Language), SQL, Machine Learning, Data Science, Data Visualization, Extract, Transform, Load (ETL), Deep Learning, Computer Vision, Statistics, spaCy, TensorFlow, C++, Open CV, NLTK, Database Management System (DBMS), Natural Language Processing (NLP)",Master's degree,Lovely Professional University,"Data Scientist Track Certificate, Data science and Engineering, Computer vision Essential , Introduction to Deep Learning in Python, M001: MongoDB Basics, Advanced NLP with Spacy, Deep Learning, Deep Learning Fundamentals, Deep Learning with TensorFlow",Chennai,Tamil Nadu,India,mlopss
Machine Learning Ops Engineer,Brit Insurance,7.6,"Python, Azure Databricks, Machine Learning, Gen-AI, Python (Programming Language), Microsoft Azure, Snowflake, Data Science, Data Engineering, PySpark, Object Detection, Deep Learning, Convolutional Neural Networks (CNN), Azure Data Lake, MySQL, TensorFlow, Natural Language Processing (NLP), Databases, Kusto Query Language (KQL), HiveQL, Hadoop, Azure Analytics Services, Automation, Face Recognition, Snowsql, Azure DevOps Services, Azure Logic Apps, Algorithms, Data Structures, Data Mining, Data Visualization, Data Analysis, SQL, Linux, Django, Flask, Keras, Recurrent Neural Networks (RNN), Image Analysis, Data Analytics, Natural Language Processing, Web Scraping, Optical Character Recognition (OCR), Predictive Analytics, Scikit-Learn, Exploratory Data Analysis, Azure Data Factory, C (Programming Language), C, Node.js",Bachelor of Technology - BTech,"Indraprastha Institute of Information Technology, Delhi","Machine Learning Advanced Certification, Natural Language Processing Specialization, Applied Data Science with Python, Google IT Automation with Python, Deep Learning, Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization, SQL for Data Science, End-to-End Machine Learning with TensorFlow on GCP, Convolutional Neural Networks in TensorFlow, DeepLearning.AI TensorFlow Developer",Gurgaon,Haryana,India,mlopss
Senior Data Engineer,WAIR - Retail Geeks,13.2,"Architecture, Modeling, Pipelines, Communication, Data Quality, Microservices, Airflow, Extract, Transform, Load (ETL), Data Architecture, Online Advertising, Digital Marketing, Statistical Data Analysis, Machine Learning, Unit Testing, MySQL, JavaScript, SQL, Python, API, Data Science, Linux, Back-end Operations, Continuous Integration, Serverless Computing,  Continuous Delivery, Engineering, DevOps, Agile Methodologies, Docker Products, Continuous Integration and Continuous Delivery (CI/CD), Amazon Web Services (AWS), Test Automation, Unix, Data Mining, Cloud Computing, Git, Software as a Service (SaaS), Github, JIRA, RESTful WebServices, RESTful architecture, Version Control, Data Processing, Data Infrastructure, Big Data, Bash, Server Side Programming, Test Driven Development, Python (Programming Language), DBT, Google Cloud Platform (GCP), FastAPI, Google BigQuery",Bachelor's degree online marketing,IUT D'EVRY,"Data Cloud Deployment Framework, Hands-On Essentials: Data Application Builders Workshop, Hands-On Essentials: Data Engineering Workshop, Hands-On Essentials: Data Lake Warehouse, Hands-On Essentials: Data Warehousing Workshop, Hands-On Essentials: Sharing, Marketplace, & Exchanges Workshop, Data Analyst with Python Track, Data Scientist with Python, Python Programmer Track, Certificate of Completion: Swift Course, Certificate of Completion: C# Course, Certificate of Completion: Java Course, Certificate of Completion: C++ Course, Certificate of Completion: Python Course, Certificate of Completion: CSS Fundamentals, Certificate of Completion: HTML Fundamentals, Certificate of Completion: PHP Course, Certificate of Completion: SQL Fundamentals, Certificate of Completion: JavaScript Fundamentals, Google Adwords certification, Google mobile Advertising Certification, Intro to Python for Data Science, Intro to Python for Data Science",Almere Stad,Flevoland,Netherlands,mlopss
Machine Learning Engineer,Deimos Space UK,4.7,"Machine Learning Algorithms, Computer Vision, Python (Programming Language), Robotics, Dynamics, Machine Learning, Mathematics, C++, Physics, Public Speaking, Teaching, Microsoft Excel, Microsoft Word, Leadership, Python, Teamwork, Presentation Skills, Critical Thinking, Communication, Time Management, Organization Skills, Project Management, Research, LaTeX",Master of Science - MS,McGill University,,Oxford,England,UK,mlopss
Senior Product Manager,Amazon,9.8,"Stakeholder Management, Product Strategy, Product Management, Management, Strategy, Human Resources, Strategic Human Resource Planning, Engineering, Mechanical Engineering, Project Engineering, Manufacturing, Six Sigma, Public Speaking, Microsoft Office, AutoCAD, Matlab, SolidWorks, C++, C, Linux, Program Management, Marketing Strategy",PGDM - Human Resource Management,XLRI Jamshedpur,Six Sigma Core Green Belt,Bengaluru,Karnataka,India,mlopss
Junior Software Engineer,UB Technology Innovations (UBTI),12.3,"Linux, Vault, Jenkins, Snowflake, Cloud Services, Business Strategy, Business, Stakeholder Management, Analytical Skills, Query Writing, Business Analysis, Relational Databases, Data Validation, Communication, Data Reporting, Query Languages, Data Extraction, Databricks , Microsoft Fabric, Microsoft Power BI, Presentation Skills, Microsoft Excel, PostgreSQL, Kubeflow, Scikit-Learn, Azure Data Lake, Elasticsearch, Artificial Intelligence (AI), LangChain, BERT (Language Model), Generative AI, TensorFlow, Big Data Analytics, Big Data, Python (Programming Language), Natural Language Processing (NLP), Data Processing, Containerization, Large-scale Data Processing, Data Science, Container Orchestration, Apache, Dashboards, Tableau, Data Build Tool (DBT), Sales and Marketing, Data Warehousing, Extract, Transform, Load (ETL), Data Visualization, SQL, Problem Solving, Algorithms, Data Structures, Azure Databricks, Apache Spark, Kubernetes, Azure DevOps Services, Docker Products, Data Engineering, GitHub action, CICD, Amazon Web Services (AWS), Microsoft Azure, DevOps, Data Analytics, Analytics, Deep Learning, Computer Vision, Entrepreneurship, Management, Working with Investors, Data Analysis, Machine Learning, Management Consulting",Bachelor of Technology - BTech,"National Institute of Technology, Tiruchirappalli",Microsoft Certified: Fabric Data Engineer Associate,Chennai,Tamil Nadu,India,mlopss
Architect - DevOps,Kore.ai,12.9,"IT Service Management, People Management, OpenShift, AI ops, GitOps, Process Automation, MLOps, Google Cloud Platform (GCP), Platform Engineering, Groovy, Scripting, Machine Learning, Generative AI, Cloud-Native Architecture, Cloud Security,  Google Cloud Platform (GCP), Pub/sub, Identity and Access Management (IAM), IT Leadership, Technical Project Leadership, AIML, Artificial Intelligence (AI), Business Performance Management, Cloud Computing, Product Management, DevOps, Mobile Applications, Agile Project Management, Product Development, Shell Scripting, Agile Methodologies, Web Services, Digital Marketing, SCRUM, Project Management, Business Plan, Business Analysis, User Experience (UX), User Interface Design, Data Science, Business Intelligence (BI), Java, MySQL, JavaScript, SQL, Android, Amazon Web Services (AWS), Windows Azure, Google Cloud Platform, Linux, Git, React Native, Jenkins, Docker, Elastic Stack (ELK), Python (Programming Language), Management Information Systems (MIS), Microsoft Azure, Terraform, Team Leadership, Team Management, Design Thinking, Digital Transformation, Mobile Application Development, Business Requirement Document, Kubernetes, Cloud Development, Concourse CI, AWS Serverless, Ansible",B.Tech,Srinivasa Ramanujan Institute of Technology,"Introduction to Generative AI, Solving Business Challenges by Enabling AI Adoption, AI in IT Automation: Developing AI-powered IT Solutions, Managing Employee Development, Associate Cloud Engineer Certification, Career Essentials in Generative AI by Microsoft and LinkedIn, Problem Solving (Basic) Certificate, Python (Basic), AWS Certified Solutions Architect - Associate, Learning AWS CloudFormation, Azure Administration Essential Training, Azure Apps: Diagnostics, Instrumentation, and Logging, Azure Essential Training for Developers, Google Cloud Platform for Enterprise Essential Training, Visual Studio Tools for Azure DevOps, DevOps Foundations, Design Thinking: Prototyping, Learning Design Research, Learning Design Thinking: Lead Change in Your Organization, Agile at Work: Reporting with Agile Charts and Boards, Agile Software Development, Agile Software Development: Scrum for Developers, Characteristics of a Great Scrum Master, Inventory Management Foundations, Lean Foundations, Lean Six Sigma Foundations, Power BI Essential Training, Android Development: Concurrent Programming with Java, Business Analysis Foundations: Fundamentals (2014), Project Management Foundations: Requirements, Agile Product Owner Role: Foundations, Building the Product and Working with Stakeholders, Customer Development First Steps for Product Managers, Project Management Foundations, UX Design for Developers, Marketing Foundations: International Marketing, Negotiation Foundations (2012), Online Marketing Foundations, B2B Marketing Foundations, Marketing Foundations, Product Management and Development Foundations, Product Management: Building a Product Strategy, Transitioning to Product Management, HashiCorp Certified:Terraform Associate",Hyderābād,Telangana,India,mlopss
Machine Learning Engineer,Tata Consultancy Services,6.8,"Convolutional Neural Networks (CNN), Artificial Neural Networks, Natural Language Processing (NLP), TensorFlow, Agile Methodologies, Data Structures, Machine Learning, Deep Learning",Master of Computer Applications - MCA,"KAMLA NEHRU INSTITUTE OF  TECHNOLOGY, SULTANPUR",,Varanasi,Uttar Pradesh,India,mlopss
Event Co-Head ,Aavinya Forum,0.8,"Cascading Style Sheets (CSS), HTML5, SQL, Python (Programming Language)",Bachelor of Technology - BTech,J D College of Engineering & Management,,,Maharashtra,India,mlopss
Senior AI Engineer,Curaay AI,5.6,"Solution Architecture, User Experience Design (UED), Product Flow, Product Analysis, Trend Analysis, ML flow, Large Language Model Operations (LLMOps), Product Management, Product Launch, Product Road Mapping, Continuous Delivery (CD), Team Management, Cloud Services, MLflow, Canary, Data Warehousing, Big Data, Data Analytics, Product Specialists, Back-End Web Development, Product Development, Vector Databases, Prompt Engineering, MySQL, Chatbots, Machine Learning, AI Software Development, Generative AI, LangChain, OpenAI API, Git, Fine Tuning, Retrieval-Augmented Generation (RAG), Large Language Models (LLM), Natural Language Processing (NLP), PyTorch, SaaS Development, Hiring, Data Science, Artificial Intelligence (AI), Data Migration, aws dms, Random Forest, Twitter API, TensorFlow, Logistic Regression, Tableau, Terraform, Apache Spark, Data Mining, Azure SQL, Azure Functions, Problem Solving, Team Leadership, Technical Documentation, Business Requirements, Predictive Modeling, Data Analysis, Kafka Streams, docker, pandas, Code Review, Scripting, Data Lakes, Relational Databases, PySpark, Data Streaming, Continuous Integration and Continuous Delivery (CI/CD), AWS Step Functions, DevOps, Data Engineering, Extract, Transform, Load (ETL), Airflow, Python (Programming Language), SQL, Amazon Web Services (AWS), Docker Products, Apache Airflow, Data Pipelines, Amazon S3, Selenium, Pipelines, Amazon Relational Database Service (RDS), Linux, AWS Glue, Amazon Athena, Apache Kafka, Amazon Kinesis, AWS Lambda",Postgraduate Degree,Cape Breton University,"Generative AI Application Evaluation and Governance, Artificial intelligence , Generative AI Application Deployment and Monitoring, Product Analytics Micro-Certification (PAC), Product management basics certification, Advanced Machine learning operations, Automated production workflows",,,India,mlopss
Senior Officer,DBS Bank,1.4,"Python (Programming Language), HTML5, Skill Development, Apache Flink, PL/SQL, AngularJS, Spring Framework, SQL, Full-Stack Development, Problem solving , Java, Data Structures, Angular, Analytical Skills, React.js, Computer Programming, Computer Science, C#, Operating Systems, .NET Framework, C (Programming Language), Communication, DevOps, Software Development, Front-End Development, Back-End Web Development, MERN Stack, Application Management, Education, Interview Preparation, Training, Web Development, JavaScript, Firebase, Cascading Style Sheets (CSS), Engineering, Project Management, English",cse,VNR Vignana Jyothi Institute of Engineering and Technology (VNRVJIET),,Hyderābād,Telangana,India,mlopss
DevOps Architect,ZF Group,8.2,"Linux, Shell Scripting, DevOps, Amazon Web Services (AWS)",Bachelor of Engineering - BE,"Jawaharlal Nehru Technological University, Kakinada",,Hyderābād,Telangana,India,mlopss
Data Engineering Consultant,Technogise,6.1,"Transformers, Bash, Mathematics, Generative AI, Prompt Engineering, REST APIs, Django, Computer Vision, Scikit-Learn, PyTorch, Predictive Analytics, Data Analysis, React.js, Rags, Vector DB, ML Ops, Large Language Models (LLM), DevOps, MLOps, Programming, TensorFlow, Microsoft Word, Microsoft PowerPoint, Microsoft Office, Microsoft Excel, Shell Scripting, Scripting, Databases, Problem Analysis, Database Management System (DBMS), Database Systems, Object-Oriented Programming (OOP), Problem Solving, Natural Language Processing (NLP), Datasets, Data Visualization, SQL, Data Mining, Computer Science, Software Development, EDA, Machine Learning, Python (Programming Language), Amazon Web Services (AWS), Cloud Computing, Deep Learning, Online Gaming, Data Science, Java, JavaScript, Node.js, AngularJS, HTML5, C, Angular Material, Angular Command Line Interface (CLI), Leadership, Public Speaking, Pattern Recognition, Cloud Development, HTML, Digital Libraries, Algorithms, Artificial Intelligence (AI), Game Development, Application Development, Maven, OWASP, Vulnerability Management, Web Application Security",Master's degree,Liverpool John Moores University,"PG Certification AI & ML, OWASP Top 10: #7 XSS and #8 Insecure Deserialization, Introducing Maven, Learning Java Applications, Learning Java (2018), AI Algorithms for Gaming, Amazon Web Services Machine Learning Essential Training, Deep Learning: Image Recognition, Learning Amazon Web Services (AWS) for Developers (2018)",Bengaluru,Karnataka,India,mlopss
Senior Technical Lead,ZF Group,19.2,"Technology Leadership, Requirements Analysis, Software Development Life Cycle (SDLC), Business Intelligence (BI), Business Intelligence, Agile Methodologies, Big Data, Machine Learning, Extract, Transform, Load (ETL), MLOps, SQL, Hadoop, Unix, Databases, Scala, Python (Programming Language), Microsoft Azure, Azure DevOps, Microsoft Azure Machine Learning, Microsoft Power BI, Big Data Analytics, Spark, Database Development, Data Analytics, ML Flow, Ab Initio",Post Graduate Diploma in Data Science,International Institute of Information Technology Bangalore,"Scala Essential Training for Data Science, Azure Data Scientist Associate, Azure Data Engineer Associate",Hyderābād,Telangana,India,mlopss
Senior Engineer,Ascendion,8.8,"Artificial Intelligence (AI), Azure Databricks, Kubernetes, Azure DevOps Services, Azure DevOps Server, GitHub, Containerization, Orchestration, AWS Lambda, Ansible, Microsoft Azure, Jenkins, Software Development, Systems Engineering, Bash, Nagios, Terraform, Azure DevOps, Microservices, CentOS, Amazon Web Services (AWS), Docker Products, New Relic, ansible, Nginx, Cloud Computing, Serverless Computing, Linux, Elasticsearch, Google Kubernetes Engine (GKE), JSON, Package Management, Red Hat Linux, System Administration, Mac, System Monitoring, AWS CloudFormation",B.E,University of Staffordshire,"AWS Essential Training for Architects, AWS: Monitoring, Logging, and Remediation, Learning AWS CloudFormation, Learning Terraform, Building, Maintaining, and Distributing RPM Packages, Setting Up a Red Hat Enterprise Linux Server, macOS for IT Administrators, Azure DevOps: Continuous Delivery with YAML Pipelines, Gold Badge for problem solving , Microsoft AZ-300",Gurgaon,Haryana,India,mlopss
Data Scientist,Lowe's India,7.2,"C, Python, Machine Learning, Deep Learning, MLOps, Docker, PyTorch, TensorFlow, AWS Lambda, Amazon Web Services (AWS), Google Cloud Platform (GCP), Natural Language Processing (NLP), Natural Language Understanding, Convolutional Neural Networks (CNN), Computer Vision, Spacy, Airflow, MLflow, FastAPI, Optuna, Git, Pytest, DVC, Streamlit, CircleCI, Amazon EC2, Feast, Scikit-Learn, NumPy, pandas, Matplotlib, Data Science, Data Visualization, Statistics, Data Modeling, Probabilistic Models, Django, Selenium, PostgreSQL, SQL, Linux, SciPy, JavaScript, jQuery, HTML, Cascading Style Sheets (CSS), Bootstrap",Bachelor of Technology - BTech,"Silicon Institute of Technology (SIT), Bhubaneswar","Python (Basic), SQL, Docker for the Absolute Beginner, General and Python Data Science, DataScientist With Python, Responsive Web Design, JavaScript: Getting Started by Mark Zamoyta, Python for Data Science Essential Training, Machine Learning",Bengaluru,Karnataka,India,mlopss
Lead AI/ML Engineer,Samsung Electronics,6.4,"AWS Lambda, Cloud Computing, PyTorch, TensorFlow, Docker, Kubernetes, Long Short-term Memory (LSTM), Team Leadership, Deep Neural Networks (DNN), Large Language Models (LLM), Langchain, Natural Language Processing (NLP), Prompt Engineering, ChatGPT, Generative AI, OpenCV, E-Commerce, Consulting, Algorithms, Online Retail, Research, Amazon Web Services (AWS), Machine Learning, Computer Vision, Deep Learning, Artificial Intelligence (AI), Python (Programming Language), SQL, Convolutional Neural Networks (CNN)",Data Science and Engineering,Great Lakes Institute of Management," Self-Driving Cars, Neural Networks and Deep Learning, Data Science and Engineering (PGP), Master Python for Data Science",Noida,Uttar Pradesh,India,mlopss
Artificial Intelligence Engineer,StartUp - AI,1.2,,,Sri Chaitanya College of Education,,Bengaluru,Karnataka,India,mlopss
Sourcing Specialist,RTS techsol,8.3,"Corporate Training, Training Coordination, Employment Training, Vendor Management, Training Management, Technical Recruiting, Human Resources (HR), Recruiting, Sourcing, Screening Resumes, Interviewing, HR Coordinator, Quote, Cash, balance sheet, Tally , Vendor Management, Invoice Processing, Accounting,Excel, Trial Balance, Data Analysis ,MIS ,Ledger, Procurement,Report Analysis, Escalation, Microsoft Excel",M. Com,Siddhu Kanhu University,,Bengaluru,Karnataka,India,mlopss
Consultant,Atos Syntel,8.1,"Data Analytics, Natural Language Processing (NLP), Data Visualization, Deep Learning, Analytics, Statistical Data Analysis, Business Insights, Statistical Modeling, Programming Languages, Statistical Concepts, Machine Learning Algorithms, Data Science, Scikit-Learn, Pandas (Software), Matplotlib, Mathematics, Extract, Transform, Load (ETL), Airflow, MLOps, Self Learning, Parsing, Cloud Services, Generative AI, Design Review, System Development, Data Structures, Parallel Computing, Language Modeling, Large Language Models (LLM), Data Ingestion, Data Manipulation, Linear Algebra, Datasets, Probability Theory, Communication, Predictive Modeling, Problem Solving, Modeling, AIML, Machine Learning Model Development, NLP (Natural Language Processing), Computer Vision, Predictive Analytics, MySQL, Hypothesis Testing, EDA, Feature Engineering, Python (Programming Language), Machine Learning, Statistical Analysis, Team Management, Operations Management, Business Strategy, Management, Business Development, Leadership, Supply Chain Management, Customer Relationship Management (CRM), Negotiation, Vendor Management, Team Leadership, Market Research, Business Analysis, Customer Service Management, Competitive Analysis, Reporting & Analysis, Business Analytics, Data Analysis, Microsoft Excel, Sales Strategy",Master of Science - MS,Liverpool John Moores University,"Industry Master Class – Data Science, Python for Data Science, Data Science boot camp, Math Refresher",Bengaluru,Karnataka,India,mlopss
Senior Data Engineering Analyst,Accenture,7.4,"Exploratory Data Analysis, Extract, Transform, Load (ETL), Apache Airflow, composer, Cloud Storage, SQL, Big Data, Google Cloud Platform (GCP), Google BigQuery, Amazon VPC, Amazon Web Services (AWS), Amazon EC2, Amazon S3, Cloud Computing, Avaya Communication Manager",Bachelor of Engineering - BE,New Horizon College of Engineering,"AWS Certified Solutions Architect – Associate, Cisco Certified Network Associate Routing and Switching (CCNA)",Bengaluru,Karnataka,India,mlopss
Data Scientist ,Maskan Technologies,23.3,"pandas, NumPy, MySQL, Adobe Photoshop, CorelDRAW, Python (Programming Language), Data Analysis, Machine Learning, PCB design, Microcontrollers, Electronics, Debugging, Semiconductors, Android Development, Deep Learning, Data Mining, Data Modeling, Quantitative Analytics, Pivot Tables, Web Services, Statistical Data Analysis, C++, C, Embedded C, Java, RTOS, Device Drivers, Linux, Embedded Linux, Core Java, HTML, CSS, JavaScript, jQuery, PHP, Microsoft Power BI, Tableau, Ionic Framework, R (Programming Language), J2EE Web Services, PhoneGap, Natural Language Processing (NLP), Android Studio, harware design, ionic mobile apps, Data Analytics, Artificial Intelligence (AI)",Master of Business Administration - MBA,Sikkim Manipal University - Distance Education,"Oracle Cloud Infrastructure Associate Certification, Data science, Android developer, AMCAT Certified Software Development Trainee",Bengaluru,Karnataka,India,mlopss
Cloud Architect,NOV,14.2,"Generative AI, Grafana, Communication, Skilled Multi-tasker, Amazon S3, Cloud Computing IaaS, Cloud Operations, Unix, devops, Cloud Computing, Development Operations, ITIL Certified, Configuration Management, Identity & Access Management (IAM), Release Management, Troubleshooting, Continuous Improvement, Virtualization, Version Control, Agile Environment, Pipelines, SQL, Jenkins, docker, Python (Programming Language), Ansible, Git, Amazon Web Services (AWS), Maven, Terraform, NoSQL, VMware, Bitbucket, GitHub, Problem Solving, Kubernetes, Platform as a Service (PAAS), Software Deployment, Load Balancing, Orchestration, Serverless Computing, Unix Networking, Systems Management, Continuous Integration and Continuous Delivery (CI/CD), RDBMS, automation tools, Pipelining, Gitlab",Bachelor of Technology - BTech,"Jawaharlal Nehru Technological University, Kakinada","AWS Certified Solutions Architect, AWS Certified Solutions Architect associate, Aws certified cloud practitioner, ITIL® v3 Foundation, Oracle Cloud Infrastructure 2018 Certified Architect Associate",Bengaluru,Karnataka,India,mlopss
Data Science and AI Specialist,ABB,8.5,"Organization Skills, Project Management, Organizational Leadership, Time Management, Event Planning, Excel, Operational Excellence, Leadership, Agentic AI , react, Artificial Intelligence (AI), Large Language Models (LLM), Machine Learning, JavaScript, Open ai, Back-End Web Development, Responsive Web Design, Web Design, Web Development, Python (Programming Language), Flask, Anaconda, Python, AI Prompting, Prompt Engineering, Azure SQL, Azure, Azure Functions, Data Analysis, Jupyter, R (Programming Language), C#, ASP.NET Web API, ASP.NET, ASP.NET Core, JSON Web Token (JWT), React.js, Material-UI, HTML5, Css3, Bootstrap (Framework), Knime, Open-Source Software, IBM Cloud, Analytical Skills, Customer Journeys, Customer Satisfaction, Communication, Data Warehouse Architecture, SQL, Microsoft Excel, Hive, Data Science, Microsoft Azure, Customer Service Operations, Microsoft PowerPoint, Microsoft Word",Bachelor's degree,RajaRajeswari College of Engineering (RRCE),"Certificate of Appreciation - Organizing Member, Google Agentic AI Hackathon, Generative AI Mastermind, Tools For Data Science, Tools for Data Science V2, Code Free Data Science, Data Science Orientation, Microsoft Certified: Azure Data Fundamentals, Microsoft Certified: Azure Data Fundamentals",Bengaluru,Karnataka,India,mlopss
Cloud Engineer ,Genpact,7.9,"Jenkins, GitHub Actions , AWS SageMaker AI, Amazon Bedrock, AWS SageMaker, MLOps, IT Infrastructure Management, Servers, Microsoft Azure , DevOps, AWS CloudFormation, Amazon Kinesis, Python (Programming Language), docker, Amazon ECS, Continuous Integration and Continuous Delivery (CI/CD), Cloud Security, Kubernetes, Terraform, Linux, Network Administration, Amazon Route 53, Amazon VPC, Communication, Amazon S3, aws, Solution Architecture, Cloud Administration, Server Migration, Linux Server, Cloud Computing, Windows, Google Workplace, VMWare ESXi, Virtualization, Virtual Private Network (VPN), Snipe IT, Remote Desktop, Group Policy, Email Migration, Office 365, Active Directory, Server Administration, Amazon Web Services (AWS), Windows Server, Microsoft Azure, Cisco Meraki, Firewalls, Networking",Bachelor of Engineering (BE),Er. Perumal Manimekalai College of Engineering,"AWS Knowledge: Migration Foundations, AWS Knowledge: Serverless, AWS Knowledge: Networking Core, AWS Certified Solutions Architect – Associate, Microsoft Certified: Azure Fundamentals",Bengaluru,Karnataka,India,mlopss
Senior Data Scientist,HGS - Hinduja Global Solutions,11.5,"ai engineering, Statistical Modeling, Data Science, Forecasting, Artificial Intelligence (AI), Natural Language Processing (NLP), deep learning, machine learning, statistical modelling, Natural Language Processing (NLP), Machine Learning, Predictive Analytics, Data Analysis, Advanced Statistics, SQL, Time Series Analysis, Python (Programming Language), Deep Learning, Statistics, R, Public Speaking",Master's degree,University of Mysore,Building AI Agents and Agentic Workflows,Bengaluru,Karnataka,India,mlopss
Staff Machine Learning Engineer,Walmart Global Tech,12.2,"Data Mining, Apache Spark, Web Services, PySpark, Hadoop, Scala, Core Java, Hibernate, Python (Programming Language), Amazon Web Services (AWS), Google Cloud Platform (GCP), Cassandra, Apache Kafka, Hive, Data Preparation, Web Scraping, Predictive Modeling, Text Analytics, SBT, Akka, API Development",Master of Computer Applications (MCA),Rajiv Gandhi Prodyogiki Vishwavidyalaya,,Bengaluru,Karnataka,India,mlopss
Data Engineer,Zoho Corporation,10.5,"Kubernetes, Java, Virtualization, Docker Products, HTML, C, MySQL, Spring Framework, Python (Programming Language), Shell Scripting, Git, Tornado",Bachelor of Engineering - BE,Sri Krishna College of Engineering and Technology,"Python programming -Tier2 winner, JOY OF LEARNING PYTHON, Networking, INTRODUCTIONS TO MODERN APPLICATION DEVELOPMENT, Software tester - Intern",Salem,Tamil Nadu,India,mlopss
Senior Software Engineer,Bosch Global Software Technologies,7.8,"PySpark, SQL, Azure Databricks, MATLAB, Simulink, Gt-suite, Git, Microsoft Word, Microsoft Excel, Engineering, Total Quality Management (TQM), Product Lifecycle Management, Fine Art, Python (Programming Language), Matlab, PTC Creo, Microsoft PowerPoint, Leadership, Mechatronics, Machine fault daignostics, ANSYS Workbench, Self-confidence, Interpersonal Communication",Master of Technology - MTech,Vellore Institute of Technology,How to Talk to Anyone (Blinkist Summary),Bengaluru,Karnataka,India,mlopss
Cloud Data and Analytics Architect | Cloud Data Engineer,Accenture,23.5,"Data Warehousing, ETL, Business Intelligence, Dimensional Modeling, Solution Architecture, Machine Learning, Data Science, Python (Programming Language), Data Visualization, Data Architects, Data Engineering, Artificial Intelligence (AI), Natural Language Processing (NLP), Pre-sales, Applied Machine Learning, Google BigQuery, Atscale, Neo4j Graph Database, Data Migration, Business Analysis, Data Modeling, Informatica, OBIEE, PL/SQL, Oracle",Post Graduate Program in Banking Technology,"Institute for Development and Research in Banking Technology, Hyderabad","Neo4j Certified Professional, Data Architect, Oracle Cloud Platform Enterprise Analytics 2018 Certified Associate, Oracle Data Integrator 12c Certified Implementation Specialist, Oracle Business Intelligence Foundation Suite 11g Certified Implementation Specialist, Oracle Business Intelligence Foundation Suite 11g Certified Implementation Specialist, Professional Data Engineer, AWS Certified Solutions Architect – Associate, Professional Cloud Security Engineer, Google Cloud Certified Professional Cloud Architect, Google Cloud Certified Professional Data Engineer",Kolkata,West Bengal,India,mlopss
Associate,DBS Bank,8.8,"FastAPI, PySpark, C, Java, C#, Web Development, Image Processing, Research, Android Development, Shell Scripting, AngularJS, Angular 5, React.js, React Native, Amazon Web Services (AWS), Node.js, HTML, Python, Django, PHP, Matlab, Microsoft Word, Microsoft Excel, Microsoft PowerPoint, Cascading Style Sheets (CSS), HTML5, Team Management, Database Development, Hacking, OpenCV, Redux.js, JavaScript Libraries, Artificial Intelligence (AI), Prompt Engineering",Bachelor’s Degree,Vardhaman College Of Engineering,"Advanced Prompt Engineering Techniques, Introduction to Frontend Engineering(Web), Application Security Titan Bronze Level, SRE Practitioner Certification, Agile Fundamentals, RESTful Web Services with Spring Framework - A quick start, Redux Saga with React: Fast-track Redux Saga intro course, JavaScript (Basic), Certified Level-1 Ethical Hacker, Microsoft Technology Associate, Oracle Certified Professional,Java SE6 Programmer",Hyderābād,Telangana,India,mlopss
Gen AI & ML Ops Engineer - Manager,Piramal Finance,7.9,"Generative AI, Retrieval-Augmented Generation (RAG), Data Science, Machine Learning, Prompt Engineering, Large Language Models (LLM), MLflow, Jenkins, Continuous Integration and Continuous Delivery (CI/CD), Databricks, Amazon Web Services (AWS), Docker, Large Language Model Operations (LLMOps), System Architecture, Statistical Modeling, Data Engineering, SQL, Azure Data Factory, Database Design, Data Modeling, Credit Risk Management, Python (Programming Language), Data Analysis, Statistical Data Analysis, Microsoft Azure Machine Learning, Azure Databricks, Celonis, Stakeholder Management, Microsoft SQL Server, Transact-SQL (T-SQL), SQL Server Management Studio, PySpark, Azure DevOps, Competitive Programming, MLOps",BTech - Bachelor of Technology,SRM IST Chennai,"Databricks Certified Generative AI Engineer, Microsoft Certified: Azure Data Fundamentals, Microsoft Certified Azure Data Scientist Associate, Microsoft Azure AI Fundamentals, Data Base Management System, HackerRank Skill Certification Python Intermediate, Neural Networks and Deep Learning , Software Engineering Virtual Experience, Applied Machine Learning in Python, Applied Data Science with Python, Python Core and Advanced, Building and Evaluating Advanced RAG",Bengaluru,Karnataka,India,mlopss
