current_position,current_company,years_of_experience,total_skills,education_degree,education_institution,certifications,city,state,country,profile_type
Software Engineer,Eton Solutions LP,2.3,"Algorithms, Software Development, SQL, Web Applications, Programming, Object-Oriented Programming (OOP), Programming Languages, System Performance, Design, Procedural Programming, Problem Solving, Widgets, Mobile Applications, Dart, Software Development Life Cycle (SDLC), Continuous Integration (CI), GitHub Copilot, Version Control, Git, Agile Methodologies, Azure pipeline, Android Development, iOS, CD, CI, App Store, Xcode, iOS Development, Android, Flutter, Android Studio, Continuous Integration and Continuous Delivery (CI/CD), Microsoft Azure, Technical Engineering, Extract, Transform, Load (ETL), Unit Testing, Computer Science, Microsoft Power BI, SQL Server Reporting Services (SSRS), Web Development, Mobile Application Development, C++, C#, C (Programming Language), Communication, Python (Programming Language), Database Management System (DBMS), HTML, Cascading Style Sheets (CSS), Java",Bachelor of Engineering - BE,"PES Institute of Technology & Management, SHIVAMOGA",,Bengaluru,Karnataka,India,mobiledevFinal
Software Engineer,Fleek,4.3,"Redux.js, React Native, React.js, Web Development, Python (Programming Language), JavaScript, Cascading Style Sheets (CSS), Node.js, Express.js, Git",Bachelor of Engineering - BE,Ramaiah Institute Of Technology,"Using Databases with Python,  Using Python to Access Web Data, Python Data Structures,  HackerRank Skills verification test for Python(Basic), Introduction to Programming Using Python",Bengaluru,Karnataka,India,mobiledevFinal
,,,"Microsoft Power BI, Cascading Style Sheets (CSS), HTML5",,Bharathiar University,,Coimbatore,Tamil Nadu,India,mobiledevFinal
React Native Developer,Cloudphysician,3.4,"User Interface Design, Problem Solving, REST APIs, Xcode, React , Jira, GitHub, Context api, React native , Redux, Mobile Application Development, React.js, Android, React Native, JavaScript, Android Studio, Firebase", Bachelor of Computer Applications ,Shri Shankaracharya Mahavidyalaya ,"Javascript , React Native - The Practical Guide [2021 Edition]",Bengaluru,Karnataka,India,mobiledevFinal
Senior Member of Technical Staff,Starten Systems,10.5,"Functional Programming, Agile Methodologies, Coding Experience, Performance Tuning, Continuous Integration and Continuous Delivery (CI/CD), High Performance Computing (HPC), Code Review, Reactive Programming, Optimization, Memory Management, Injections, Mobile Applications, Scalability, Persistence, Google Material Design, OkHttp, Android Jetpack, Programming, Multithreading, User Behavior, Application Architecture, Test Automation, Technical Design, Version Control, Computer Science, Spring Boot, PostgreSQL, Amazon Web Services (AWS), User Interface Design, Dependency Injection, Unit Testing, User Interaction, Usability, Room Database, Mqtt, Design Patterns, Coroutines, Android, Model-view-viewmodel (MVVM), Kotlin, Google Maps, Java, Android Development, Data Structures, Object-Oriented Programming (OOP), C, REST API, SQL, Core Java, XML, Volley Library, C++, Spring Framework, Android SDK, Git, Github, SQLite, Firebase, Crashlytics, JSON, Problem Solving, Android Studio, Gradle, Bluetooth, Location Based Services, On Location, Bluetooth Low Energy, Retrofit, MVP , Object-oriented Software, GPS Devices",Master's degree,Manipal Academy of Higher Education,,Bengaluru,Karnataka,India,mobiledevFinal
Senior Software Engineer,Cognizant,10.8,"Git, User Experience (UX), Mac, Jira, Bitbucket, Firebase, Model-View-Presenter (MVP), Model-view-viewmodel (MVVM), MVC, iOS Development, Android Development, Swift, Xcode, android, Kotlin, Core Data, Android Studio, Okta Administration, Payment Gateways, Swift (Programming Language), iOS, SQLite, Google Maps API, swift 4, Cocoa Touch, Cocoa, App Store, Mobile Applications, CocoaPods, UIKit, JSON, core data, Facebook API, Google API, Core Location, Mobile Application Development, Object-Oriented Programming (OOP), iPhone, SwiftUI, Auto Layout, Interface Builder, iOS Design, Core Animation, kotlin",Bachelor's degree,Kuvempu University,,Bengaluru,Karnataka,India,mobiledevFinal
Lead Engineer,Samsung R&D Institute India - Bangalore,5.2,"Algorithms, Engineering, Software Infrastructure, Program Creation, Mobile Application Development, Android Framework, Internet of Things (IoT), Java, C (Programming Language), Core Java, C++, Web Development, Operating Systems, Oracle Database, HTML, Cascading Style Sheets (CSS), React.js, Node.js, MongoDB, Python (Programming Language), Express.js, MERN Stack, HTML5, Data Structures, DOM, Android Development, Kotlin, XML",Master of Technology - MTech,"Birla Institute of Technology and Science, Pilani",,Chandīgarh,Chandigarh,India,mobiledevFinal
Software Engineer,HashedIn by Deloitte,4.6,"Front-End Development, MySQL, Java, React Native, JavaScript, Full-Stack Development, Software Development Life Cycle (SDLC), Amazon Web Services (AWS), Search Engine Optimization (SEO), TypeScript, Apache Kafka, Web Engineering, Tekton CI/CD, User Experience (UX), Jenkins, Angular, Problem Solving, Cross-platform Development, Architecture, Realm, IT Security Best Practices, Build & Release, Xcode, Notification, Android Studio, Security, Software Development, Mobile Application Development, Firebase, GitHub, React.js, GIT, MERN Stack, Redux.js, Web Development, Digital Marketing, MongoDB, Node.js, Spring Boot, WordPress, HTML, Cascading Style Sheets (CSS), Data Structures, Algorithms, C (Programming Language), Microsoft PowerPoint, Social Media Optimization (SMO), Leadership, Marketing",B.tech,Lovely Professional University,"AWS Certified Cloud Practitioner, JavaScript Security, Become a React Native Developer, TypeScript Essential Training, AWS Cloud Practitioner Essentials, Java Full-Stack, SQL, Git & GitHub , Data Structures and Algorithms, Search Engine Optimization, Fundamentals of Digital Marketing, Java, Cyber Security",Bengaluru,Karnataka,India,mobiledevFinal
App Developer ,Humors Tech,2.5,"Flutter, Dart, Firebase, Bootstrap (Framework), E-Commerce, XML, Kotlin, Android SDK, Android Testing, jQuery UI, UI, Figma (Software), Asynchronous work, Git, Glider, OkHttp, Universal Asynchronous Receiver/Transmitter (UART), Retrofit, Mobile Application Development, Android, Android Studio, Android Development, Postman API, MySQL, REST APIs, Spring Boot, Spring MVC, Hibernate, Css3, HTML5, JavaScript, JavaServer Pages (JSP), Servlets, Java Database Connectivity (JDBC), J2EE Application Development, Java",Master of Computer Applications - MCA,"Fakir Mohan University, Balasore",,Bengaluru,Karnataka,India,mobiledevFinal
Software Engineer - Flutter,FYERS ,4.0,"GitHub, Caching, Optimization, Lazy loading, Postman, Android Development, Android Studio, Git, Oops, Unit Testing, Test Cases, Mobile Application Development, MVVM, Firebase, Bloc, State Management, provider, Native, Flutter, Dart, C++ Development, Trading Application Development, Backend Services, Linux Environment, Multithreading, Object-Oriented Programming (OOP), Data Structures, Database Management System (DBMS), SQL, Git Version Control",Bachelor of Technology - BTech,"GOVERNMENT ENGINEERING COLLEGE, SREEKRISHNAPURAM","Flutter & Dart - The Complete Guide [2023 Edition], UI/UX Design Course, Foundations of User Experience (UX) Design",Bengaluru,Karnataka,India,mobiledevFinal
Mobile Application Developer,Zersys Technologies,2.1,"React Native, Git, Front-End Development, Mobile Application Development, iOS, Android SDK, Android Studio, Android Development, Android, Agile Methodologies, PHP, React.js, JavaScript, Debugging, Software Development Life Cycle (SDLC), Data Privacy, understanding code, Presenting Proposals, Creativity Skills, Business English, Organization Skills, Multitasking, Interpersonal Skills, Typing, Written Communication, Decision-Making, Presentation Skills, Cascading Style Sheets (CSS), HTML, Java, Project Management, English, Communication, Strategy, Analytical Skills, Presentations, Problem Solving",Bachelor of Technology - BTech,Durgapur Institute of Advanced Technology and Management 155,"Certificate of Participation in Round 1 - Online Quiz of TVS Credit E.P.I.C 5.0 — IT Challenge, Virtual experience program , Agile Methodology Virtual Experience Program, React js, Web development, Campus ambassador ",Bengaluru,Karnataka,India,mobiledevFinal
Android Engineer,Kutumb,5.4,"Node.js, MongoDB, Product Operations, Wireframing, Mobile Enterprise, Project Management, C (Programming Language), C++, J2EE Web Services, J2EE Application Development, Python (Programming Language), Django, Design Patterns, Problem Solving, Software Development, Git, Firebase ML Kit, Coroutines, iOS Design, iOS, Android Testing, Dart, MERN Stack, Team Leadership, Team Management, Team Building, iOS Development, Android Development, Flutter, Model-view-viewmodel (MVVM), Kotlin, Mobile Technology, Mobile Applications, Multithreading, Data Structures, Debugging, Android, Android Jetpack, Kotlin Coroutines, Room Database, Java, REST API, Android SDK, Firebase, SQLite, Github, Crashlytics, JSON, RESTful WebServices, Cloud Firestore, XML, Mobile Application Development, Payment Gateways, Retrofit, google vision, Android Studio, Android Support, Android Design, Dagger (Software), Object-Oriented Programming (OOP), Swift, SwiftUI",Bachelor of Technology - BTech,Dr. A.P.J. Abdul Kalam Technical University,,Bengaluru,Karnataka,India,mobiledevFinal
Associate Flutter Developer,eduGuardian,2.9,"User Experience (UX), Clean Coding, Debugging, Product Quality, REST APIs, Representational State Transfer (REST), Android Studio, JSON, Android Design, Passionate about Work, UIX, Self Learning, Model-View-Controller (MVC), Knowledge Acquisition, Data Structures, Android Development, Widgets, Programming Languages, Skill Development, Figma (Software), Firebase, Version Control, Git, Team Leadership, User Interface Design, Object-Oriented Programming (OOP), Web Development, Oral Communication, Mobile Application Development, Programming, Skilled Multi-tasker, Front-End Development, Cloud Firestore, Problem Solving, HTML, Cascading Style Sheets (CSS), SDKs, Mobile Applications, Flutter, Dart, Provider, Communication, Hive , flutter_Bloc, GitHub, Research Skills, Design, English",Flutter Developer,Bootcamb,,Bengaluru,Karnataka,India,mobiledevFinal
Senior Software Engineer,GlobalLogic,4.8,"Android Development, iOS Development, Hybrid app developer, Java, Data Structures, Flask, Python (Programming Language), C++, C (Programming Language), Core Java, HTML, CSS Flexbox, css, Ionic Framework, React Native, css3, SASS, Bootstrap (Framework), Web Development, Mobile Application Development, SQL, JavaScript, HTML5, Cascading Style Sheets (CSS), TypeScript, English",Master of Computer Applications - MCA,Sinhgad Institute of Business Administration and Research,Java Foundations Certified Junior Associate Certification,Bengaluru,Karnataka,India,mobiledevFinal
Senior Software Engineer,Niyo Solutions Inc.,6.9,"Flutter, Dart, Mobile Applications, Android, Git, Team Leadership, Leadership, Databases, Jetpack compose, Android Development, Object-Oriented Programming (OOP), Crashlytics, Front-End Development, Cross-platform Development, Computer Science, Software Development, Unit Testing, iOS Development, Mobile Application Development, Versioning, Parsing, Java, iOS, Application Development, Programming, Version Control, UI/UX, Core Java, SQL, MySQL, SQLite, Firebase, Linux, MongoDB, Github, Adobe XD, JSON, Written Communication, Oral Communication, SDK, Android Studio, Programming Languages, Dart Programming Language, Google Maps, MVVM, Bloc, Android Jetpack",Master of Computer Applications - MCA,Meerut Institute of Engineering and Technology(MIET),,Bengaluru,Karnataka,India,mobiledevFinal
Senior Developer,Epsilon,7.8,"React.js, Mobile Application Development, Ionic Framework, Git, HTML5, Cascading Style Sheets (CSS), Node.js, JavaScript, PHP, MySQL, Ionic, Angular, Application Programming Interfaces, React Native, Xcode",Bachelor's of Engineering,"SCT Institute of Technology, Bangalore",,Bengaluru,Karnataka,India,mobiledevFinal
Senior Software Engineer,Aytasense Technologies Private Limited,3.6,"Mobile Application Development, Node js, Bluetooth Low Energy, WiFi, Flutter SDK, UI/UX, Microsoft Azure, Git, Tailwind CSS, Node.js, React.js, ISO 13486, IEC 62304, PostgreSQL, TypeScript, JavaScript, C++, Dart, Flutter, Data Structures, Firebase",Bachelor of Engineering - BE,PES University,,Bengaluru,Karnataka,India,mobiledevFinal
Senior Analyst Mobile App Development and Maintainence ,Cardinal Health,6.1,"Kotlin, Model-view-viewmodel (MVVM), Unit Testing, Android Development, Turbo C++, Database Management System (DBMS), Android Studio, Core Java, CPP",Master of Computer Applications - MCA,NMAM Institute of Technology,,,Karnataka,India,mobiledevFinal
Flutter Developer ,Advisorkhoj.com,3.3,"Web Development using flutter frame work, Desktop Application Development, UI/UX skills, iOS Development using flutter, Android Development",Bachelor's degree,University of Calicut,,Bengaluru,Karnataka,India,mobiledevFinal
Software Engineer,Witvo Technologies ,2.2,"Flutter, Mobile Applications, Dart, ui/ux, Design, User Experience (UX), User Interface Design, Web Design, Product Design",Bachelor of Technology - BTech,Freshers Tamil Nadu Jobs,,Bengaluru,Karnataka,India,mobiledevFinal
SDE,Namma Yatri,4.8,"Mobile Application Development, TypeScript, XML, Git, Haskell, iOS Development, Jenkins, Android SDK, Debugging, App Release Managament, Google Play Console, Front-End Development, Android Development, React Native, Firebase, GitHub, Kotlin, Purescript, Objective-C, Swift (Programming Language), Java Database Connectivity (JDBC), Software Development, JavaScript, Python (Programming Language), Java, HTML, Dev C++, C (Programming Language), Engineering Mathematics, Networking, Cybersecurity, Artificial Intelligence (AI), Machine Learning, Amazon Web Services (AWS), Physics, WordPress, WordPress Design, Penetration Testing, VAPT, Ethical Hacking",B.Tech,Lovely Professional University,"Competitive Programming DSA, Crash Course on Python, Practical Ethical Hacking, Android Development, Ethical Hacking, Cybersecurity Essentials, MLOps (Machine Learning Operations) Fundamentals, Passed Certification Exam",Bengaluru,Karnataka,India,mobiledevFinal
React Native Developer,AANSEAA Technologies ,4.5,"JavaScript, React Native, SwiftUI, Xcode, iOS, iOS Development, Swift (Programming Language), Mobile Application Development, iOS Design",Bachelor of Technology - BTech,Surya College of Engineering and Technology,,,Tamil Nadu,India,mobiledevFinal
Mobile Application Developer,Pixel Web Solutions,2.4,"State Management, C (Programming Language), Model-View-Controller (MVC), WebSocket, Operating Systems, Object-Oriented Programming (OOP), Communication, Memory Management, Appstore, Core Animation, Clean Coding, JSON, Software Development, Mobile Software Development, Design Patterns, Combine, Model-view-viewmodel (MVVM), REST APIs, iOS, iOS Development, macOS, Xcode, Swift (Programming Language), SwiftUI, Mobile Application Development, iOS Design, Mobile Applications, Flutter, Critical Thinking, Error Correction, Problem Solving, English",Master of Computer Applications - MCA,Madurai Kamaraj University,,Madurai,Tamil Nadu,India,mobiledevFinal
iOS Developer,121 Outsource,6.7,"SwiftUI, Combine, Payment Gateways, Git, Programming, Microsoft Office, Project Management, iOS Development, iOS, Objective-C, Swift, Firebase, Xcode, Cocoa Touch, CocoaPods, UIKit, App Store, Core Animation, JSON, iPhone, Push Notifications, Swift (Programming Language)",Bachelor of Technology (BTech),Christ university,"RADIO101x: Effects of Radiation: An Introduction to Radiation and Radioactivity, ARAI",Bengaluru,Karnataka,India,mobiledevFinal
Senior Software Engineer,CURD,4.2,"Large Language Models (LLM), openrouter, Material Design, flutterweb, Human Resources Information Systems (HRIS), hrms, Getx, CleverTap, Sales Presentations, Data Visualization, Xcode, dio, Biometrics, Firebase, Mobile Application Development, Leadership, Team Collaboration, IoT (Internet of Things) Applications, Agile Software Development, State Management (Bloc), Clean Architecture & Code Optimization, ProGuard, Optimising, Stack, Full-Stack Development, SASS, Skill Development, Product Quality, Security Controls, Web Services API, Integration Testing, Microsoft Visual Studio Code, Web Applications, Programming, Technical Documentation, Application Programming Interfaces (API), Swift (Programming Language), Mobile Architecture, User Experience (UX), JSON, Requirements Analysis, Front-End Development, RESTful WebServices, Software Engineers, Computer Science, SQL, Mobile Application Design, Debugging, Engineering, Design, Collaborative Problem Solving, Git, Software Development, Design Patterns, Project Planning, Software Project Management, Commission Work, Cross-platform Development, Flutter, Dart, Android Development, iOS Development, flutter framework, English, Problem Solving, Analytical Skills, Communication, Project Management, Strategy, Android, iOS",Bachelor's degree,Hindusthan College Of Arts And Science,"Dart Clean Code: Writing HighEfficiency, Maintainable Dart Programs, Gitlap, Dart Advanced Certification, Flutter Advanced Certification",Bengaluru,Karnataka,India,mobiledevFinal
Software Engineer,Tech Mahindra,6.1,"React js, TypeScript, React.js, Full-Stack Development, React Native, JavaScript, Front-end Development, Data Structures, HTML, HTML5, Cascading Style Sheets (CSS), CSS3, XML, Python (Programming Language), Java, Core Java, Spring Boot, Spring Framework, Hibernate, Servlet, JavaServer Pages (JSP), Microsoft Azure, Teamcenter, Networking, C (Programming Language), C++, jQuery, Git, Communication, Data Science, GitHub, Problem Solving, Public Speaking, Team Leadership",Bachelor of Engineering - BEng,"University Institute of Technology, The University of Burdwan","Microsoft Certified Azure Fundamentals, Web Development Bootcamp, Data Scientist with Python Track, Responsive Web Design, StartUp India Learning Program",Bengaluru,Karnataka,India,mobiledevFinal
Assistant flutter devolper ,Clan LEO Pvt. Ltd.,2.9,"Communication, Functional Requirements, Mobile Applications, User Interface Design, Application Programming Interfaces (API), Innovation, Creativity and Innovation, Business Innovation, Technological Innovation, Database Management System (DBMS), Python (Programming Language), Cascading Style Sheets (CSS), Figma (Software), Microsoft Excel, Microsoft Power BI, C (Programming Language), HTML",BCA,University of Calicut,Data Analytics (MS- DA002),,Kerala,India,mobiledevFinal
Software Engineer,Secuodsoft Technologies Private Limited,6.9,"Flutter, Dart, Machine Learning, Kotlin, Debugging, Over-the-Top Content (OTT), Scrum, Streaming Media, Test Cases, Software Development Life Cycle (SDLC), Gradle, Google Material Design, Apple Developer, Android Design, Application Programming Interfaces (API), Java, Agile Development, Android SDK, Objective-C, Core Data, iOS Development, GraphQL, Software Design, Software Development, Unit Testing, REST APIs, JSON, XML, Agile Methodologies, UIKit, App Store, Firebase, Android Framework, Mobile Application Development, Mobile Applications, Model-view-viewmodel (MVVM), Model-View-Controller (MVC), iOS, Android Studio, Swift (Programming Language), Xcode, Android Development, Git, Core Java, Android, SQLite, Retrofit, Third party APIs",Computer science and engineering,Raajdhani Engineering College,"Android Material Design, Data structures & Algorithms for coding, iOS & Swift - The Complete iOS App Development Bootcamp, Study jam by GDG Bhubaneswar",Bengaluru,Karnataka,India,mobiledevFinal
Senior Mobile App Developer,Inncircles,5.1,"Object-Oriented Programming (OOP), Flutter, Test Driven Development, Git, Jira, JSON, Model-View-Controller (MVC), Dart, Self Learning, GitHub, Software Development, Unit Testing, Microsoft Azure, Domain-Driven Design (DDD), Agile Methodologies, Teamwork, Self-Motivation, Mobile Applications, Problem Solving, Critical Thinking, Video Editing, HTML, Cascading Style Sheets (CSS), C (Programming Language), Content Management, Java, Web Design, Bootstrap, JavaScript, Software Testing",Diploma of Education,"Government Polytechnic College, Palakkad","Content Moderator at Moj (ShareChat), Betterplace Merchant Onboarding -Engagement",Bengaluru,Karnataka,India,mobiledevFinal
Digital Engineer,TVS Digital,6.5,"Dart, Flutter, Mobile Application Development, SwiftUI, Core Java, iOS Development, Xcode, iOS, Swift (Programming Language), C++, HTML",B.tech,Velalar college of engineering and technology,,,Tamil Nadu,India,mobiledevFinal
Software Engineer III,Walmart Global Tech India,5.1,"Android Development, Android Jetpack, MVVM, Coding Standards, Version Control, Web Crawling, Unit Testing, Performance Tuning, Optimization, Mobile Application Design, Multithreading, User Flows, Retrofit, JUnit, Dependency Injection, Coroutines, Model-View-Controller (MVC), Design Patterns, Passionate about Work, Firebase, Android NDK, Debugging, Object-Oriented Programming (OOP), Code Review, REST APIs, Front-End Development, Mobile Applications, Solution-oriented, Computer Science, Software Development, Kotlin, Dagger (Software), Communication, SQL, Android, Java, Problem Solving, Microsoft Office, Microsoft PowerPoint, Microsoft Word, C#, C (Programming Language), C++, Management, Customer Service, Public Speaking, Android Studio, Algorithms, Data Analysis, Statistics",Bachelor of Engineering - BE,"J S S Academy of Technical Education, BANGALORE",,Bengaluru,Karnataka,India,mobiledevFinal
Senior Software Engineer (React Native),Retail Insights,3.6,"Firebase , Push notification, Moengage SDK, GraphQL, API Integration, Cross-platform Mobile Application Development , App Deployment, Responsiveness, Debugging, REST APIs, State Management, Presentation Skills, Xcode, Communication, Firebase, React Hooks, redux toolkit, performance optimization, React JS, React Native, Bootstrap, TypeScript, JavaScript, Redux.js, Cascading Style Sheets (CSS), HTML, Web Development, DevOps, Git, Adobe XD, Figma, Bitbucket, Jira, Mobile Application Development, Front-End Development, GitHub",Bachelor of Technology - BTech,Banasthali Vidyapith,"LinkedIn Premium Quick Tips,  Front-End Web Development with React, Multiplatform Mobile App Development with React Native, The Complete 2021 Web Development Bootcamp, The Complete HTML5 Course: From Beginning to Expert",Bengaluru,Karnataka,India,mobiledevFinal
React Native Developer,Astria Digital,6.8,"redux, React Native, JavaScript, Cascading Style Sheets (CSS), git, iOS, iOS Development, Java, Android, Android Development",Master of Computer Applications - MCA,Union Christian College Aluva,,Bengaluru,Karnataka,India,mobiledevFinal
Software Developer,CodeHaste,2.5,"Android SDK, Xcode, Mean Stack, Full-Stack Development, Figma (Software), Firebase, Flutter , Android Studio, Android Development, Dart, Flutter, TypeScript, Express.js, MongoDB, Node.js, Next.js, MUi, Git, Core Java, Java Database Connectivity (JDBC), JDBC, JavaScript , Reactjs, HTML, User Experience (UX), Software Development, Code Review, Responsive Web Design, Communication, Java, Python (Programming Language), C (Programming Language), HTML5, Cascading Style Sheets (CSS), React.js, JavaScript",Bachelor of Engineering - BE,Visvesvaraya Technological University,"UX Design, Core Azur concepts, Microsoft supports secure software development as part of a cybersecurity solution, JavaScript , Web Development, Certificate of Participation in Level 1: E-Commerce , JavaScript Algorithms and Data Structures, Web Development , Introduction to programming Using C, Responsive Web Design, Introduction to Programming Using Java, Introduction to Programming Using Python, Salesforce Discovey Day",Bengaluru,Karnataka,India,mobiledevFinal
Associate Software Engineer,Parishrama NEET Academy,1.2,"jQuery, HTML Scripting, C++, Database Administration, Figma (Software), JavaScript Frameworks, Technical Design, Android Development, Android SDK, Retrospectives, Project Coordination, Time Management, Agile Project Management, Requirements Gathering, Mobile Applications, Responsive Web Design, Agile Development, Databases, Relational Databases, Agile & Waterfall Methodologies, Express.js, Front-End Design, backend , Server Management, Stack, Lead Generation, Analytical Skills, Tailwind CSS, PostgreSQL, Spring Framework, Back-End Web Development, Web Applications, Software Development, Object-Oriented Programming (OOP), Version Control, Java, Critical Thinking, Problem Solving, Bootstrap (Framework), MySQL, Python (Programming Language), REST APIs, JSON, Attention to Detail, HTML5, Front-End Development, Computer Science, Git, TypeScript, Next.js, User Experience (UX), User Interface Design, Application Programming Interfaces (API), Full-Stack Development, Vue.js, Database Development, MERN Stack, Agile Methodologies, Software Development Life Cycle (SDLC), Team Management, Leadership, Coding Experience, Software Documentation, Programming, C (Programming Language), GitHub, .NET Framework, JavaScript, C#, Mobile Application Development, E-Commerce, React.js, Node.js, MongoDB, Web Services API, Web Development, Web Application Development, Web Service Development, Android, Cascading Style Sheets (CSS), HTML, JAVA full stack , English, Kannada, Telugu, Hindi, Mathematics, Communication, Presentations, Design, NetBeans, Core Java, JavaServer Pages (JSP), Java Database Connectivity (JDBC), Enterprise JavaBeans (EJB), Oracle SQL Developer, SQL, Microsoft SQL Server, SQL*Plus, Visual Studio",Master of Computer Applications - MCA,St. Aloysius (Deemed to be University),,Bengaluru,Karnataka,India,mobiledevFinal
Software Engineer in AI Platform,WizzyBox Private Limited,1.6,"Computer Vision, Flutter, Java, SQL, Mobile Application Development, Natural Language Processing (NLP), Program Creation, Mobile Applications, Data Analytics, Generative AI, Python (Programming Language), Artificial Intelligence (AI), Machine Learning",Bachelor of Technology - BTech,Jain (Deemed-to-be University),"Microsoft Certified: Azure AI Fundamentals, Java 8 Essential Training ",Bengaluru,Karnataka,India,mobiledevFinal
Senior Engineer,Cambium Networks,9.6,"Kotlin, iOS Development, Android Development, Mobile Applications, State Management, Data Structures, Object-Oriented Programming (OOP), Software Development, Mobile Technology, Mobile Platforms, Debugging Code, Communication, Problem Solving, Debugging, Teamwork, Google Maps, Push notifications , BLoC, Model-view-viewmodel (MVVM), Analytics, Payment Gateways, Provider, Hive, Model-View-Presenter (MVP), Google apis, Android, Java, Flutter, Product Development, Android SDK, iOS, REST API, JSON, SQLite, XML, Git, Android Studio, Dart, Internet of Things (IoT), Client-server Application Development, Facebook API, Google API, Agile Modeling, Model-View-Controller (MVC), MVP, Flutter SDK, Connectivity Solutions, Mobile Application Development, Cross-platform Development, Firebase, Onesignal, Google Material Design, Retrofit, Volley Library",Master of Computer Applications - MCA,University of Calicut,,Cochin,Kerala,India,mobiledevFinal
Software Trainee,Bahwan CyberTek,1.5,"react js, Mobile Application Development, Machine Learning, Object-Oriented Programming (OOP), Database Management System (DBMS), Debugging, Web Development, Product Quality, Data Analysis, Test Cases, Software Testing, Microservices, Spring Security, Algorithms, Microsoft Power Apps, Landing Pages, Procedural Programming, Logical Approach, Creative Problem Solving, JavaScript Frameworks, React Native, Analytical Skills, Software, Front End Engineering Design (FEED), Back-End Web Development, Agile Methodologies, Computer Science, Data Structures, English, Web Design, Microsoft Visual Studio Code, Content Curation, MySQL, Server Side, Agile Development, Webflow, HTML, Distributed Systems, Stack, MERN Stack, Full-Stack Development, Automation, Programming, Software Development, SQL Database Administration, Databases, Web Applications, Front-End Development, Programming Languages, Generative AI , Generative Neural Networks, TypeScript, Communication, Responsive Web Design, Cascading Style Sheets (CSS), User Interface Design, Linux, Application Programming Interfaces (API), Paging, Incident Response, Attention to Detail, Pagination, Google Cloud Platform (GCP), Cloud Computing, Cloud Security, Cloud Storage, Maven, golang, Spring MVC, MongoDB, Spring Boot, Spring Framework, h2 , Axios, REACT DOM, Artificial Neural Networks, Neural Networks, Deep Learning, Cybersecurity, Postman API, Go (Programming Language), Blockchain, Firebase, REST APIs, Express.js, Redux.js, Bootstrap (Framework), scss, Search Engine Optimization (SEO), HTML5, Node.js, Problem Solving, React.js, Java, SQL, PHP, JavaScript, C++, Team Spirit",Bachelor of Technology - BTech,GITAM Deemed University," React - The Complete Guide 2025 (incl. Next.js, Redux), Learning Redux Toolkit, React Native Essential Training, Generative AI for Beginners, Certified Applied Cyber Security Professional Program, Problem Solving Skills Certification Test, Python ,  Full Stack Web Development Masterclass: Beginner To Advanced,  Neural Networks and Deep Learning, Agile Projects: Develop Product Wireframe Prototypes in Miro, Azure: create a REST API using NodeJS Serverless Functions, C++ Data Structures in the STL, Frontend Developer (React) Certificate, Google Cloud Program, Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization, Mastering Data Structures & Algorithms using C and C++, Problem Solving (Intermediate) , React JS Frontend Web Development , Rest API (Intermediate) Certificate",Bengaluru,Karnataka,India,mobiledevFinal
Technology Analyst,Infosys,6.0,"User Interface Design, Cross-platform Development, Problem Solving, Mobile Applications, Unit Testing, Object-Oriented Programming (OOP), Mobile Interface Design, Debugging, Git, Jira, Agile Methodologies, Scrum, Mobile Application Development, Flutter, Dart, Firebase, Core Java, Android, Java, State Management",Bachelor of Technology - BTech,Narula Institute Of Technology,,Bengaluru,Karnataka,India,mobiledevFinal
Product Developer,Thinksolv technologies private limited,0.8,"Tailwind CSS, Shadcn UI, PostgreSQL, Product Development, Astro, Nextjs, Software Development, JavaScript, PHP, Front-End Development, Back-End Web Development, WordPress, SaaS Development, Web Development, Next.js, React.js, Flutter",Master of Science - MS,Kongu Engineering College ,,Erode,Tamil Nadu,India,mobiledevFinal
Senior Data Engineer,SpiceJet Limited,5.4,"Performance Tuning, Database Optimization, Database Management System (DBMS), Query Optimization, Power Tools, Professional Skills, Visualization, Ad Hoc Analysis, Exploratory Data Analysis, Research Skills, English, Easily Adaptable, Defining Requirements, Database Administration, Oracle Database Administration, Database Tools, SQL DBA, Dba, MySQL, Data Warehousing, Big Data, Data Modeling, Data Analysis, iOS Development, Android Development, Android Studio, Android, Web Development, Website Building, Website Updating, Website Administration, Website , SQL Server Integration Services (SSIS), Python libraries , Cloud Firestore, Figma (Software), Front-End Development, Back-End Web Development, Logo Design, Graphic Design, Web Design, Networking, Customer Relationship Management (CRM), Flutter, Firebase, Microsoft SQL Server, Transact-SQL (T-SQL), Amazon Web Services (AWS), Apache Spark, Hadoop, Software Development Life Cycle (SDLC), Engineering, Leadership, Problem Solving, Communication, Analytical Skills, Presentations, Strategy, Python (Programming Language), Flutter developer , Photography, Poster Design, Poster Presentations",Bachelor of Technology - BTech,"Kalinga University, Raipur",,Bengaluru,Karnataka,India,mobiledevFinal
Full-stack Developer,Arabian InfoTech Training Institute LLC,2.2,"DevOps, PHP, MySQL, GitHub, Amazon Web Services (AWS), Python (Programming Language), Django, HTML5, Cascading Style Sheets (CSS), JavaScript, Flutter",B-tech,"University Institute of Technology, RGPV",Hacker Rank Python Certificate,Bengaluru,Karnataka,India,mobiledevFinal
Software Development Engineer II,Robral Technologies,3.6,Agile Development,Bca,Mukand Lal National College,,Sahāranpur,Uttar Pradesh,India,mobiledevFinal
