current_position,current_company,years_of_experience,total_skills,education_degree,education_institution,certifications,city,state,country,profile_type
Business Intelligence Developer,eClerx,4.2,Python (Programming Language),Bachelor of Technology - BTech,Svpcet,,Bengaluru,Karnataka,India,businees_intelligence_developerss
Power Bi developer,Gallagher,4.9,"Skilled Multi-tasker, Teamwork, English, Communication, SQL Server Analysis Services (SSAS), Power bi, Data Warehousing, Business Intelligence Tools, SQL Server Integration Services (SSIS), Data Cleaning, Data Modeling, SQL Server Reporting Services (SSRS), Extract, Transform, Load (ETL), Analytical Skills, Tableau, SQL, Microsoft Excel, Data Analysis, DAX, Business Intelligence (BI), Microsoft SQL Server, Microsoft Power BI",Bsc computer Science,Alphonsa high school,,Pune,Maharashtra,India,businees_intelligence_developerss
Business Intelligence Developer,Alshaya Group,3.2,"Azure Synapse, SQL, Microsoft Power BI",Bachelor of Engineering - BE,JSS SCIENCE AND TECHNOLOGY UNIVERSITY,Microsoft Certified: Power BI Data Analyst Associate,Bengaluru,Karnataka,India,businees_intelligence_developerss
Business Intelligence Developer,Atos,,"Qlik, Qlik NPrinting, Knowledge Extraction, Job Scheduling, Customer Satisfaction, Data Modeling, Computer Engineering, Open Database Connectivity (ODBC), Technology Education, Requirements Gathering, Scripting, Data Envelopment Analysis, Information Retrieval, Technical Requirements Gathering, Interact with All Levels Of Management, Stakeholder Analysis, Feasibility Studies, Excel Dashboards, Global IT Operations, Business Intelligence Projects, Software Design, Data Extraction, Pivot Tables, User Interaction, QlikView Development, Retail Software, Dashboards, Functional Analysis, SAP BI, Qlik Sense, QlikView, Data Visualization, SQL, Microsoft Excel",Bachelor of Technology,KSRM college of Engineering,,Bengaluru,Karnataka,India,businees_intelligence_developerss
Senior Business Intelligence Analyst,Gallagher,5.8,"Business Intelligence (BI), DAX, Business Development, Tableau, Microsoft Power BI, SQL Server Integration Services (SSIS), Cognos, SQL",Master of Computer Applications - MCA,New Horizon College of Engineering,,Bengaluru,Karnataka,India,businees_intelligence_developerss
Business Intelligence Developer,EXL,5.1,"Microsoft Power Automate, Microsoft Excel, Database Analysis, Reporting & Analysis, Business Intelligence Tools, Business Analysis, Analytical Skills, Data Analysis, Microsoft SQL Server, Microsoft Power BI, Business Intelligence (BI), Data Analytics, SQL, Microsoft Power BI, SQL",Master of Business Administration - MBA,Jawaharlal Nehru Technological University Kakinada (JNTUK),,,Andhra Pradesh,India,businees_intelligence_developerss
PowerBI Developer ,ASOFT CONSULTING LLC,4.2,"MySQL, Tableau Desktop ,  Tableau , Tableau Online, Powerbi, Django, Predictive Analytics, Data Modeling, Figma (Software), Microsoft Power BI, Microsoft SQL Server, Microsoft Power Apps, Node.js, Data Visualization, Data Extraction, Tableau, Microsoft Office, Python Basis, Financial Analysis, SQL",Bachelor's of Science,Dhanraj Baid Jain College ,"Microsoft Certified: Power BI Data Analyst Associate, Tableau Desktop Certified, Microsoft Certified: Azure AI Fundamentals, Introduction to Machine Learning, National Programme on Technology Enhanced Learning (NPTEL)",Bengaluru,Karnataka,India,businees_intelligence_developerss
Snowflake Developer | BI Analyst | Tableau Developer ,AION-TECH SOLUTIONS LIMITED,3.2,"Data Architecture, Google BigQuery, Visualization, OData, Microsoft Azure, Azure Data Factory, Azure Data Lake, Google Sheets, Data Management, Docker Products, Object-Oriented Programming (OOP), PostgreSQL, Jira, Terraform, Amazon Web Services (AWS), Scala, Corporate Lending, Oracle SQL Developer, Azure Databricks, DAX, Business Intelligence (BI), Problem Solving, PySpark, Query Optimization, Microsoft Power BI, PL/SQL, Hadoop, Hive, Apache Spark, Big Data, Data Visualization, Data Analytics, Data Modeling, Data Warehousing, Data Engineering, Extract, Transform, Load (ETL), English, Negotiation, Communication, Analytical Skills, Data Analysis, Agile Development, SQL Server Integration Services (SSIS), Databases, Dashboards, Snowflake Cloud, Snowflake developer  , Reporting & Analysis, Microsoft Excel, Snowflake, Tableau, Database Management System (DBMS), SQL, Microsoft SQL Server, Python (Programming Language), Fivetran ETL Tool, C (Programming Language), Alteryx",,UPES,"SnowPro Core Certification, Tableau Desktop Specialist, Programming for Everybody (Getting Started with Python), Alteryx Designer Core Certification, Alteryx Foundational Micro-Credential",Hyderābād,Telangana,India,businees_intelligence_developerss
Power BI Developer,VISION GROUP RETAIL TECHNOLOGIES PRIVATE LIMITED,8.6,"PowerPivot, Microsoft Excel, Microsoft Power Query, DAX, power bi desktop, power bi services, Data Modeling, data analyst, Microsoft Power BI, power bi developer, azure services, Microsoft SQL Server, MySQL, Business Intelligence (BI), SQL, Business Analysis, Data Visualization, Data Analysis, Microsoft Azure, Azure Data Factory, Azure Data Lake, Azure Functions, power bi",Batchelor of technology,"Annamacharya Institute of Technology & Sciences, Tirupati",,Bengaluru,Karnataka,India,businees_intelligence_developerss
Business Intelligence Developer,MillerKnoll,2.8,"Snowflake, Insights, Data Analysis, Microsoft Power BI, Data Warehousing, Data Visualization, Interpersonal Skills, SQL Server Integration Services (SSIS), SQL Server Reporting Services (SSRS), Transact-SQL (T-SQL), Database Management System (DBMS), Tableau, Operating Systems, Computer Networks, MATLAB, Python (Programming Language), C (Programming Language), C++, Problem Solving",Bachelor of Engineering - BE,RV College Of Engineering,"Communicating Data Insights with Tableau, Advanced Data Visualization with Tableau, Data Analysis with Tableau, Data Visualization with Tableau, Introduction to Tableau, Supervised Machine Learning: Regression and Classification , SQL for Data Science, The Joy of Computing using Python",Bengaluru,Karnataka,India,businees_intelligence_developerss
"Manager III, Business Intelligence",Amazon,12.2,"Teradata SQL, IBM Datastage, IBM Qualitystage, Data Warehousing, Data Modeling, Extract, Transform, Load (ETL), Business Intelligence (BI), Data Migration, Technical Analysis, Production Support, Shell Scripting, Microsoft Word, Microsoft Excel, Windows, C++, Outlook, SQL, Unix , Databases, Public Speaking, Customer Service, English, Teradata Data Warehouse, Teradata GCFR, Data Matching, Qlik Sense, Data Standardization",Bachelor of Technology (B.Tech.),"anand engineering college , agra","Microsoft Certified Azure Data Fundamentals, AMCAT Certified in English Comprehension, AMCAT Certified Software Engineer - Product",Bengaluru,Karnataka,India,businees_intelligence_developerss
Business Intelligence Developer,E2open,,"Tableau, Microsoft Power BI, Microsoft SQL Server, Microsoft Excel, Python (Programming Language), Business Intelligence Tools",,,,Bengaluru,Karnataka,India,businees_intelligence_developerss
Data Analyst,Aeries Technology,6.7,"Communication Protocols, Real Estate, Performance Measurement, Business Case Preparation, Process Modeling, Business Rules, Statistical Concepts, Documentation, Azure Data Lake, Variance Analysis, Ad Hoc Analysis, Management Systems, Learning Management Systems, Scripting, Critical Thinking, Strategic Initiatives, Consultation, Capacity Planning, Import Operations, Mathematics, Workload Prioritization, Level of Detail (LOD), Email Marketing, Oral Communication, Conditional Formatting, Business Systems Analysis, Strategic Thinking, Extract, Transform, Load (ETL), End User Training, Google BigQuery, Data Cleaning, Risk Management, Risk Assessment, Reporting Requirements, Dexterity, Big Data Analytics, Google Analytics, Analytics, g4a, SOSL, SOQL, Cloud Consulting, Customer Service, Data Modeling, Salesforce.com Administration, Salesforce.com, Report Development, Web Conferencing, Product Adoption, Customer Success, Presentations, Customer Service Training, Customer Engagement, Business Transformation, Account Management, ETL Tools, Communication, Data Models, Statistical Analysis, Predictive Analytics, Data Privacy, Attention to Detail, Analytical Skills, Tableau Online, Business Reporting, Presentation Skills, Problem Solving, Business Intelligence (BI), SQL Server Reporting Services (SSRS), DAX, Data Warehousing, Databases, Data Science, Data Governance, SQL Server Integration Services (SSIS), Trend Analysis, Microsoft Power BI, Teamwork, Management, Data Analysis, Logistics Management, Data Visualization, KPI Dashboards, Agile Methodologies, Requirements Gathering, Business Requirements, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, JIRA, SQL, Tableau, Data Analytics, R (Programming Language), Python (Programming Language), Exploratory Data Analysis",Data Analytics for Business,St. Clair College,"Google Data Analytics, Tableau Desktop Specialist, Creating Interactive Tableau Dashboards, Tableau 10: Mastering Calculations, Project Management Simplified, Requirements Elicitation and Analysis, Intermediate Python, Introduction to Python, Learning Data Analytics, Google Analytics Certification, Microsoft Certified: Power BI Data Analyst Associate, Data or Specimens Only Research",Bengaluru,Karnataka,India,businees_intelligence_developerss
Power BI Developer,Cogneesol,1.6,"Microsoft Power Automate, Cloud Services, Data Analysis, Databases, Data Transformation, Problem Solving, Data Models, Data Analytics, Python (Programming Language), ChatGPT, KPI Dashboards, Data Cleaning, MySQL, Microsoft Power Query, SQL Server Reporting Services (SSRS), SQL Server Integration Services (SSIS), SQL Server Analysis Services (SSAS), MSBI, Business Intelligence (BI), Dashboard, DAX, Microsoft Excel, Extract, Transform, Load (ETL), Data Visualization, Data Modeling, Data Warehousing, SQL, Microsoft Power BI",Bachelor of Engineering - BE,Savitribai Phule Pune University,"ChatGPT for Data Analytics, Data Visualisation: Empowering Business with Effective Insights, Power BI Virtual Case Experience Program, TechnoHacks EduTech Virtual Internship Program, Data Visualization with Power BI, Database Design and Basic SQL in PostgreSQL, Introduction to DAX, Introduction to Data Modelling for Power BI, Microsoft Excel & Google Sheets for Data Analytics, SQL for Data Analytics",Pune,Maharashtra,India,businees_intelligence_developerss
Sr. Business Intelligence Engineer,PayPal,9.0,"Looker, Tableau, Google BigQuery, python, SQL, Microsoft Power BI, Teradata, Data Visualization, sap analytics cloud, Data Warehousing, Microsoft Azure, Azure Data Factory, Snowflake, Java, JavaScript, R, SAP BusinessObjects, data structures, Object-Oriented Programming (OOP), sap lumira designer, data build tool (dbt), dashboarding, sap UI5, mobile app development, lumira designer, Google Cloud Platform (GCP)",Bachelor of Technology (B.Tech.),Panimalar Engineering College,"SQL gold badge, Tableau Analyst, Hands On Snowflake - WebUI Essentials, EMC Academic Associate, Data Science and Big Data Analytics, NPTEL-fundamentals of database  systems, business english certificate-preliminary, Microsoft Certified: Data Analyst Associate",Bengaluru,Karnataka,India,businees_intelligence_developerss
Business Intelligence Developer,Capgemini,6.6,"Data Models, Power app, Lean Six Sigma, Data Analytics, Extract, Transform, Load (ETL), Microsoft SQL Server, SQL Server Integration Services (SSIS), Data Analysis, Presentation Skills, Communication, Spreadsheets, Microsoft Excel, Data Warehousing, Microsoft Business Intelligence (MSBI), Data Modeling, Microsoft Power BI, SQL Server Analysis Services (SSAS), SQL, DAX, Data Visualization",Bachelor of Technology - BTech,Acharya Nagarjuna University,"Lean Six Sigma Yellow Belt, Microsoft Certified: Power BI Data Analyst Associate",Bengaluru,Karnataka,India,businees_intelligence_developerss
Tableau  & Google Looker Developer,Accenture in India,8.9,"Looker, Hands on on Power BI and Qlik View, Tableau server, Data Modeling, IntelliJ IDEA, Bitbucket, Confluence, OKERA, Sql, Business Analysis, Knowledge on power BI and Qlik View, Tableau server part, Data modling using SQL, IntelliJ Bitbucket Idea in Agile, Agile Methodologies, Presto sql, Tableau, SQL, PL/SQL",Bachelor of Engineering - BE,"Dr. B. R. Ambedkar Institute of Technology, Port Blair",Tableau Desktop Specialist,Bengaluru,Karnataka,India,businees_intelligence_developerss
Delivery Lead - BI & Data Science,Acuity Knowledge Partners,14.2,"Microsoft PowerPoint, Microsoft Word, Management Information Systems (MIS), Microsoft SQL Server, Business Intelligence (BI), Microsoft Excel, SQL, Tableau, Data Analysis, Analytics, Business Analysis, Reporting & Analysis, Data Visualization, Microsoft Office, Reporting, KPI Reports, Report",Master of Business Administration (MBA),Punjab Technical University,,Bengaluru,Karnataka,India,businees_intelligence_developerss
Business Intelligence Developer,IBM,10.1,"Databases, PL/SQL, Data Visualization, Dashboard, Analytical Skills, Tableau, SQL, Microsoft Excel, Spring MVC, E-commerce, Healthcare",Bachelor's degree,careers for Women Thiruvananthapuram,,Bengaluru,Karnataka,India,businees_intelligence_developerss
Business Intelligence Developer,ANZ,5.8,"Microsoft Office, C, C++, Java, Database Management System (DBMS), SQL, HTML, PHP, Management, Leadership, French, Microsoft Word, Microsoft Excel, Microsoft PowerPoint, Cascading Style Sheets (CSS), Unix, 3D Studio Max, Psychology, System Software, Oracle Database, Python (Programming Language), Web Engineering, Wireless Technologies, Wireless Sensor Networks, HEED, Sensors, QlikView, Qlik Sense, Microsoft SQL Server",Master's degree,"Christ University, Bangalore","Architecting with Google Compute Engine Specialization, Cloud Study Jam-Kubernetes Engine: Qwik Start, GCP Essentials",Bengaluru,Karnataka,India,businees_intelligence_developerss
Human Capital Business Intelligence Developer,Intel Corporation,4.2,"Business Intelligence (BI), Troubleshooting, Data Maintenance, DAX, Excel Dashboards, Dashboard Metrics, Operative Dashboard, Dashboard Building, SQL, Statistical Data Analysis, Python (Programming Language), Process Orientation, Advance excel, Data Governance, Data Management, Data Extraction, Data Visualization, Data Analytics, Business Requirements, Business Process, Written Communication, Statistical Analysis, Microsoft Outlook, Electrical Engineering, Electronics, Engagement Management, Change Requests, Client Communication, Project Coordination, Business Analysis, Time Management, Strategic Communications, Community Development, Internal Communications, Marketing, Interpersonal Communication, Intercultural Communication, Financial Forecasting, Contract Management, Contractor Management, Presentation Skills, DBeaver, Data Analysis, Analytical Skills, English, Engineering, Project Management, Communication, Problem Solving, Presentations, Microsoft Excel, Event Management, Management, Leadership, Education, Sales, Adaptable and flexible, Microsoft Office, Microsoft Word, Multitasking, Microsoft PowerPoint, Microsoft Power BI, OBIEE",Masters in Management Studies,"Indian Institute of Management, Indore",,Bengaluru,Karnataka,India,businees_intelligence_developerss
Associate,MSCI Carbon Markets,4.2,"Excel Pivot, Excel Dashboards, Pivot Tables, Excel Models, Excel Formulas, Excel Services, Excel , Microsoft Power BI, Data Visualization, Data Analysis, DAX, Business Requirements, Reporting Requirements, Optimization, Tableau, Microsoft Excel, Business Communications, Human Resources (HR), Strategic Human Resource Planning, Analytical Skills, Human Resource Development, Hiring, Recruiting, Employer Branding, Onboarding, Compensation & Benefits, HR Management, Performance Management, Labor and Employment Law, Succession Planning, HR Policies, Technical Recruiting, MySQL, Microsoft Word, Leadership, Interpersonal Communication, Team Management, Time Management, Problem Solving, Presentation Skills, Employee Engagement, Interpersonal Skills, Talent Management, Relationship Building, Employee Relations, Intercultural Communication, English, HR Analytics, HR Metrics, Microsoft PowerPoint, Canva, Training & Development, Communication, Microsoft Office, SQL",HR & Data Analytics - PGDM SAP,Doon Business School,"Data Analysis with R Programming, Getting Started with Power BI Desktop, Google Data Analytics, Successful Negotiation: Essential Strategies and Skills, Analyze Data to Answer Questions, Fundamentals of Visualization with Tableau, Prepare Data for Exploration, Preparing to Manage Human Resources, Process Data from Dirty to Clean, Ask Questions to Make Data-Driven Decisions, Foundations: Data, Data, Everywhere, Introduction to Psychology, Recruiting, Hiring, and Onboarding Employees, Positive Psychology, Speak English Professionally: In Person, Online & On the Phone, Introduction to Data Analysis Using Excel, COVID-19 contact tracing, Establishing a Professional ‘Self’ through Effective Intercultural Communication, What is Social?, Digital Marketing, Procurement & Sourcing Introduction",Bengaluru,Karnataka,India,businees_intelligence_developerss
power bi devloper,IBM,4.3,"SQL, Agile Methodologies, Business Intelligence (BI), PowerPivot, Analytics, Data Visualization, Data Analytics, Microsoft Power BI, Microsoft SQL Server, Microsoft Excel",Bachelor of Engineering - BE,Jawaharlal Nehru Technological University,,Bengaluru,Karnataka,India,businees_intelligence_developerss
Business Intelligence Developer,Tata Consultancy Services,12.8,"Business Intelligence Tools, MSBI, SQL Server Analysis Services (SSAS), SQL Server Reporting Services (SSRS), Analytics, SQL Server Integration Services (SSIS), JDA",Bachelor's degree,Anna University Chennai,,Bengaluru,Karnataka,India,businees_intelligence_developerss
Business Intelligence Lead,Koch Business Solutions India,8.6,"HTML, SQL, Databases, Teamwork, C, C++, Data Mining, Data Visualization, Business Analysis, Business Intelligence, Cascading Style Sheets (CSS), Cloud Computing, MySQL, Programming, SAS Programming, Microsoft Office",Master in Information Technology,University of Technology Sydney,"Introduction To R, Introduction to SQL for Data Science ",Bengaluru,Karnataka,India,businees_intelligence_developerss
Business Intelligence Engineer,ANZ,9.0,"Python (Programming Language), Reporting & Analysis, Communication, Data Visualization, SQL Server Reporting Services (SSRS), Extract, Transform, Load (ETL), Data Analysis, QlikSense, QlikView, Qlik NPrinting, Programming, Data Structures, Data Modeling, C++, Microsoft Office, C, Java, Microsoft Word, Microsoft Excel, SQL, Visual Basic, Photoshop, Linux, Microsoft PowerPoint, Dreamweaver, Databases, Core Java, Public Speaking, Teamwork, Teradata, QlikView Development, Business Intelligence (BI), Oracle Database",Master of Computer Applications (MCA),"Christ University, Bangalore",,Bengaluru,Karnataka,India,businees_intelligence_developerss
Business Intelligence Developer,Broadway Gaming,6.1,"Extract, Transform, Load (ETL), Data Warehousing, User Acceptance Testing, SQL, IICS, Microsoft Power BI, Snowflake, Microsoft SQL Server, Microsoft Excel",Bachelor of Engineering - BE,RNS Institute of Technology - India,Get Job Ready: Power BI Data Analytics for All Levels,Bengaluru,Karnataka,India,businees_intelligence_developerss
BI Frontend Developer/ Lead Consultant,Lingaro,6.0,"SQL Server Reporting Services (SSRS), Azure SQL, Report Development, Key Metrics, Data Collection, Critical Thinking, Communication, Query Optimization, Dashboard Building, DAX, Hindi, English, Modeling, Business Analysis, Microsoft PowerPoint, Microsoft Outlook, Analytical Skills, Microsoft Office, Ad Hoc Analysis, Visualization, Business Requirements, Attention to Detail, Research Skills, SQL, Cleansing, Key Performance Indicators, Problem Solving, Business Insights, power bi desktop, Data Manipulation, Extract, Transform, Load (ETL), Microsoft Power BI, PowerPivot, Microsoft SQL Server, Data Modeling, power query editor, Business Intelligence (BI)",Bachelor's degree,Vivekananda Degree College Of Arts Commerce and Science,PL-300: Microsoft Power BI Data Analyst ,Hyderābād,Telangana,India,businees_intelligence_developerss
Lead Data Engineer,FedEx,15.6,"Data Architects, PySpark, Microsoft Azure, Azure DevOps Services, Azure Databricks, Big Data Analytics, Azure Data Factory, Microsoft Entra ID, Microsoft Power BI, Data Lakes, Python (Programming Language), Amazon EC2, Communication, Data Modeling, Jenkins, Scrum, Data Analytics, Oracle, Data Engineering, Databases, Agile Software Development, Software Development Life Cycle (SDLC), Technical Product Management, Agile Methodologies, Product Road Mapping, Product Vision, Unisys Mainframe, IBM Mainframe, Product Management, REST APIs, Data Warehousing, Continuous Integration and Continuous Delivery (CI/CD), Analytical Skills, ETL Tools, Business Intelligence (BI), hdfs, Teradata SQL, Snowflake, Apache Druid, Amazon Web Services (AWS), Extract, Transform, Load (ETL), Informatica PowerCenter, Informatica Cloud, Tableau, Birst, SQL, PL/SQL, Unix, HTML, Software Development, Oracle Database, Informatica, Teradata Data Warehouse, Big Data",Bachelor's Degree,Coimbatore Institute of Technology,,Bengaluru,Karnataka,India,businees_intelligence_developerss
Business Intelligence Developer,Persistent Systems,4.3,"Business Requirements, Business Process Improvement, Spreadsheets, Presentations, Training Material, Interpersonal Skills, Dashboard Building, Communication, Data Analysis, Business Analytics, Business Intelligence (BI), Analytical Skills, Key Performance Indicators, Skill Development, Adaptation, Tableau desktop specialist, Python (Programming Language), Unit Testing, Data Validation, Microsoft SQL Server, SQL, Microsoft Excel, Tableau, Data Visualization, Oracle SQL Developer, Dashboard",Bachelor's degree,Visvesvaraya Technological University,"Analyzing and Visualizing Data with Microsoft Power BI, Tableau Desktop Specialist, Tableau Desktop Specialist",Bengaluru,Karnataka,India,businees_intelligence_developerss
Tableau developer,DTDC Express Limited,,"SQL, Tableau, Data Analysis, Data Warehousing, Amazon Redshift, Business Analysis, Business Intelligence (BI)",,,,Bengaluru,Karnataka,India,businees_intelligence_developerss
Business Intelligence Developer,YASH Technologies,9.5,"Data Analytics, Business Development, Data Visualization, Visual Analytics, Exploratory Data Analysis, tableau developer",Bachelor's degree,Karnatak University,,Bengaluru,Karnataka,India,businees_intelligence_developerss
Business Intelligence Developer,Lumen Technologies,,"Data Analytics, Microsoft Business Intelligence (MSBI), SQL Server Reporting Services (SSRS), SQL Server Integration Services (SSIS), Microsoft Power BI, SQL, Microsoft SQL Server",,,,Bengaluru,Karnataka,India,businees_intelligence_developerss
Business Intelligence Developer,Mouriya IT solution pvt ltd,5.1,"DAX, Microsoft Power BI, Statistics, English, Business Process Improvement, Extract, Transform, Load (ETL), Data Visualization, Team Spirit, Data Analytics, SQL, IBM SPSS, Tableau, Cognos",Bachelor of Computer Application - BCA," Presidency University, Bangalore",,Bengaluru,Karnataka,India,businees_intelligence_developerss
Business Intelligence Developer,ExxonMobil,10.0,"SAP HANA, SAP Data Services, BODS, Tableau, PL/SQL, Singer-songwriter",Master of Computer Applications - MCA,"Veer Surendra Sai University Of Technology ( Formerly UCE ), Burla",,Bengaluru,Karnataka,India,businees_intelligence_developerss
Senior Software Engineer,"Tigma Technologies,  Inc.",6.7,"Statistical Data Analysis, Analytical Skills, SQL, Business Intelligence Tools, Data Analysis, Data Modeling, Tableau, Microsoft Power BI, Microsoft Business Intelligence (MSBI), Business Intelligence Projects",Bachelor of Engineering - BE,"KLN College of Engineering, Madurai, India",,Chennai,Tamil Nadu,India,businees_intelligence_developerss
Business Intelligence Developer,SOFTLINE SOLUTIONS PTY LTD,4.0,"Extract, Transform, Load (ETL), Data Warehousing, Microsoft Power Apps, R (Programming Language), Python (Programming Language), Tableau, Microsoft Excel, Microsoft SQL Server, Microsoft Power BI",Bachelor of Technology - BTech,Siddaganga Institute Of Technology,Microsoft Certified: Data Analyst Associate,Bengaluru,Karnataka,India,businees_intelligence_developerss
Manager - CX Optimisation,EXL,7.2,"Conversational AI, Microsoft Power BI, Extract, Transform, Load (ETL), Knime, Machine Learning, Reporting & Analysis, Cross-functional Team Leadership, Analytical Skills, Domo, Microsoft Excel, Pandas (Software), Python (Programming Language), Tableau, PL/SQL, MongoDB, Java, Leadership, Natural Language Processing (NLP), SQL, NoSQL, MySQL",Bachelor of Engineering,"DAYANANDA SAGAR ACADEMY OF TECHNOLOGY AND MANAGEMENT, BANGALORE","Master Data Science Program, Automate the Boring Stuff with Python Programming, Tableau 2020 A-Z: Hands-On Tableau Training for Data Science, Introduction to data science with Bitcoin Price Predictor, Domo Professional Certification v2.0",Bengaluru,Karnataka,India,businees_intelligence_developerss
Business Intelligence Engineer,Amazon,4.9,"Problem Solving, Computer Science, Communication, Google Sheets, Advanced SQL, Statistical Data Analysis, Finance, MySQL, Python (Programming Language), Oracle Data Integrator (ODI), Microsoft Excel, Microsoft Power BI, Agile Methodologies, Extract, Transform, Load (ETL), OBIEE, PL/SQL, Business Analysis, Data Visualization, Git, Java, SQL, Data Analysis, Oracle Analytics Cloud (OAC), Oracle SQL Developer, DWBI, Quality Assurance, Digital Marketing, Web Design, Cloud Computing, Web Development, HTML",Bachelor of Technology - BTech,SRM IST Chennai,"Blockchain Basics, Architecting with Google Compute Engine, Cloud Study Ja, GCP Essentials, Python Fundamentals",Hyderābād,Telangana,India,businees_intelligence_developerss
Business Intelligence Developer,ClearRoute,14.2,"Data Visualization, Tableau Prep, Microsoft Power BI, Informatica PowerCenter, Data Warehousing, Project Management, Jira, Advanced Excel , Excel VBA, excel Dashboards, Access VBA, SQL, Business Intelligence, Business Analysis, Tableau, SQL, Reporting & Analysis, R, Microsoft Excel, Excel VBA, SAP BusinessObjects, Analytical Skills",Master of Business Administration (M.B.A.),IBS Bangalore,,Bengaluru,Karnataka,India,businees_intelligence_developerss
Business Intelligence Developer,Bosch Global Software Technologies,3.8,"Statistics, Data Storytelling, Microsoft Azure, Key Performance Indicators, Worksheets, Excel Workbooks, Microsoft Fabric, Attention to Detail, Client Requirements, Technical Proficiency, Snowflake, Star Schema, Dimensional Modeling, Dashboard Building, SQL Server Reporting Services (SSRS), Enterprise Solution Design, Relationship Building, Business Process Improvement, Data Transformation, Level of Detail (LOD), Business Insights, Information Technology, Business, Cross-functional Partnerships, Office Software, Microsoft PowerPoint, Gateway, Business Data Management, Data Warehousing, Azure Data Factory, Databases, Mechanical Engineering, HR Metrics, Client Driven, On Premises Data Gateway, HR Project Management, Programming Languages, HR Analytics, Dashboard Metrics, Microsoft Power Platform, Client Insight, Query Analyzer, Query Optimization, Applications Development Management, Deep Learning, Oracle Applications, Oracle Database, Operational Efficiency, Database Applications, ETL Testing, Data Extraction, Data Reporting, Resolving Issues, HR Access, Reporting Metrics, IT Risk Management, Database Optimization, Employee Data Management, Compliance Reporting, Compliance Regulations, Domain Management, Jupyter, Google Sheets, Data Quality, Microsoft Power Automate, Microsoft Power Query, Visualization, Reporting & Analysis, Business Requirements, Requirements Gathering, Microsoft Power Apps, Knime, Communication, Data Models, Analytical Skills, Dashboards, Data Modeling, Extract, Transform, Load (ETL), DAX, Linear Regression, Pandas (Software), Machine Learning Algorithms, NumPy, Business Intelligence (BI), Data Analytics, Python (Programming Language), Microsoft Office, Microsoft SQL Server, Data Visualization, Business Analysis, Microsoft Power BI, MySQL, Data Analysis, Customer Relationship Management (CRM), Tableau, Microsoft Excel, SQL, Leadership, Team Management, Problem Solving",Bachelor of Technology,"Annamacharya Institute of Technology & Sciences,(Autonomous) New Bowenpally, Rajampet",,Bengaluru,Karnataka,India,businees_intelligence_developerss
Data Analyst,ishttaa TechCraft Pvt Ltd,8.3,"Figma (Software), Google Cloud Platform (GCP), Tableau Server, Business Initiatives, Critical Thinking, Data Extraction, Reporting Requirements, Metadata, Business Knowledge, Key Metrics, Data Collection, Business Analysis, Statistics, Presentations, Business Requirements, Tableau, Oracle SQL, SQL, Data Visualization, Query Writing, Data Analysis, Analytics, Computer Science, Analytical Skills, Communication, Data Modeling, Technical Specs, Reporting & Analysis, Database Queries, Desktop Computers, Databases, Organization Skills, Data Manipulation, Attention to Detail, Problem Solving, Quality Analyst",Bachelor of Technology - BTech,Kalasalingam University,,Bengaluru,Karnataka,India,businees_intelligence_developerss
Business Intelligence Developer,HCLTech,13.3,"Power bi, Databases, Customer Loyalty, Role Modeling, Data Reporting, Formatting Documents, Large-scale Data Processing, Dashboards, Centralization, Simplifying the Complex, Database Modeling, MOD, Microsoft Project, Enhancement Points, Pinterest Marketing, BIRT Project, Conditional Formatting, Data-driven Decision Making, Windows, Reporting Tool, Organic Growth Strategies, Application Security Assessments, Operating Systems, Library Databases, Software as a Service (SaaS), Teamwork, Ad Hoc Reporting, Report Automation, Multi-task & Handle High-volume Workloads, Dimensioning, Business Requirements, Data Binding, Filters, Data Import/export, Microsoft Business Intelligence (MSBI), Business Intelligence Projects, Business Intelligence Tools, Microsoft Power BI, Microsoft SQL Server, SQL, SQL Server Analysis Services (SSAS), DAX, power bi, Microsoft Excel, Microsoft Office, Time Management, Communication, Analytical Skills, Problem Solving, Excel Pivot, Excel Dashboards, Organization Skills, Excel Models, Interpersonal Skills, excel, Business Process, Writing, Research Skills, Microsoft Word, Customer Service, Tableau, Pivot Tables, Data Modeling",Bachelor's degree,NBKR Institute of Science and Technology,,Bengaluru,Karnataka,India,businees_intelligence_developerss
Business Intelligence Developer,Anand Rathi IT Pvt Ltd,2.1,"SQL, Salesforce.com, Microsoft Office, PHP, ASP.NET, C++, Tableau, Hive, Sqoop",Bachelor of Technology,JIET SCHOOL OF ENGINEERING & TECHNOLOGY FOR GIRLS,Salesforce Certified Administrator (SCA),Bengaluru,Karnataka,India,businees_intelligence_developerss
